Mes,Pais,Pais_join,fob_total,kg_total,CIIU,fob_ciiu
12,Surinam,SURINAME,468428.24,359296.16,Elaboración y refinación de azúcar,81356.94
12,Tadjikistan,TADJIKISTAN,1260,226,Cultivo de flor de corte,1260
12,Tailandia,THAILAND,1597367.33,353680.82,"Fabricación de joyas, bisutería y artículos conexos",662743
12,Taiwán,TAIWAN,17213838.41,168335719.01,Extracción de hulla (carbón de piedra),13525221.78
12,Togo,TOGO,403646.33999999997,277081,Procesamiento y conservación de carne y productos cárnicos,403646.33999999997
12,Trinidad Y Tobago,TRINIDAD AND TOBAGO,5057162.99,1989820.47,Fabricación de otros productos elaborados de metal n.c.p.,1399325.04
12,Tunicia,TUNISIA,25164.590000000004,548.44,Fabricación de otros tipos de maquinaria y equipo de uso especial n.c.p.,15777.95
12,Turquía,TURKEY,19203273.900000002,191072249.01,Extracción de hulla (carbón de piedra),9849247.46
12,Ucrania,UKRAINE,114012.24,16760.9,Cultivo de flor de corte,114012.24
12,Uruguay,URUGUAY,61917542.31,16304979.81,Construcción de barcos y de estructuras flotantes,59061385.39
12,Uzbekistán,UZBEKISTAN,177285.17,34131.4,Cultivo de flor de corte,158212.5
12,Venezuela,VENEZUELA,100738721.97,57120054.5,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",10209786.07
12,Vietnam,VIETNAM,4746379.49,931859.78,Trilla de café,2327132.83
12,Zimbabwe,ZIMBABWE,1164.4,15,"Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)",1164.4
