Mes,Pais,Pais_join,Nivel tecnologico,fob_total,kg_total
3,Tanzania Rep Unida De,TANZANIA REP UNIDA DE,Manufacturas de tecnología media,13103,2900
3,Togo,TOGO,Bienes primarios,542341.8,331005
3,Trinidad Y Tobago,TRINIDAD Y TOBAGO,Bienes primarios,859125.67,140705.25
3,Trinidad Y Tobago,TRINIDAD Y TOBAGO,Manufacturas basadas en recursos naturales,1436197.52,3251715.88
3,Trinidad Y Tobago,TRINIDAD Y TOBAGO,Manufacturas de alta tecnología,1482810.13,395140.95
3,Trinidad Y Tobago,TRINIDAD Y TOBAGO,Manufacturas de baja tecnología,968700.1200000001,145678.02
3,Trinidad Y Tobago,TRINIDAD Y TOBAGO,Manufacturas de tecnología media,537183.08,263156.88
3,Trinidad Y Tobago,TRINIDAD Y TOBAGO,Otras transacciones,1372.5,126
3,Turquía,TURQUIA,Bienes primarios,15828021.72,162708669.06
3,Turquía,TURQUIA,Manufacturas basadas en recursos naturales,8403391.129999999,34446990
3,Turquía,TURQUIA,Manufacturas de baja tecnología,198463.95,6269.33
3,Turquía,TURQUIA,Manufacturas de tecnología media,104783.1,22000
3,Turquía,TURQUIA,Otras transacciones,1099766.86,16.59
3,Ucrania,UCRANIA,Bienes primarios,340487.92000000004,49895.6
3,Ucrania,UCRANIA,Manufacturas basadas en recursos naturales,627463.19,13590370
3,Uganda,UGANDA,Manufacturas de alta tecnología,41735,990
3,Uganda,UGANDA,Manufacturas de tecnología media,6940,131.65
3,Uruguay,URUGUAY,Bienes primarios,765788.4400000001,80613.47
3,Uruguay,URUGUAY,Manufacturas basadas en recursos naturales,669732.57,725055.05
3,Uruguay,URUGUAY,Manufacturas de alta tecnología,1999492.43,13472.47
3,Uruguay,URUGUAY,Manufacturas de baja tecnología,777303,208370.94
3,Uruguay,URUGUAY,Manufacturas de tecnología media,1700028.13,274143.88
3,Uruguay,URUGUAY,Otras transacciones,12458.25,861.6
3,Uzbekistán,UZBEKISTAN,Bienes primarios,170965.38,31565.1
3,Venezuela,VENEZUELA,Bienes primarios,6972829.3,4317543.13
3,Venezuela,VENEZUELA,Manufacturas basadas en recursos naturales,29311643.76,22677556.34
3,Venezuela,VENEZUELA,Manufacturas de alta tecnología,4470912.25,766052.8
3,Venezuela,VENEZUELA,Manufacturas de baja tecnología,15624800.9,9064347.23
3,Venezuela,VENEZUELA,Manufacturas de tecnología media,26349836.02,12647559.39
3,Venezuela,VENEZUELA,Otras transacciones,15868.55,6770.23
3,Vietnam,VIETNAM,Bienes primarios,1863715.24,272745.5
3,Vietnam,VIETNAM,Manufacturas basadas en recursos naturales,133131.71,456645
3,Vietnam,VIETNAM,Manufacturas de tecnología media,78251.38,13397
3,Yemen,YEMEN,Manufacturas basadas en recursos naturales,72570.97,70822.5
4,Albania,ALBANIA,Manufacturas de baja tecnología,8062.8,18.53
4,Alemania,ALEMANIA,Bienes primarios,85256945.94,135094887.61
4,Alemania,ALEMANIA,Manufacturas basadas en recursos naturales,4643244.06,3770054.73
4,Alemania,ALEMANIA,Manufacturas de alta tecnología,472807.74,10196.53
4,Alemania,ALEMANIA,Manufacturas de baja tecnología,2589141.66,110865.86
4,Alemania,ALEMANIA,Manufacturas de tecnología media,1259026.24,562220.89
4,Alemania,ALEMANIA,Otras transacciones,100,10
4,Andorra,ANDORRA,Bienes primarios,732,107
4,Angola,ANGOLA,Manufacturas basadas en recursos naturales,69504.5,37870.56
4,Angola,ANGOLA,Manufacturas de tecnología media,67047.37000000001,1550
4,Anguilla,ANGUILLA,Manufacturas basadas en recursos naturales,2605.69,2858.81
4,Anguilla,ANGUILLA,Manufacturas de baja tecnología,123756.8,18820
4,Antigua Y Barbuda,ANTIGUA Y BARBUDA,Bienes primarios,4825.71,183
4,Antigua Y Barbuda,ANTIGUA Y BARBUDA,Manufacturas basadas en recursos naturales,35511,11039.76
4,Antigua Y Barbuda,ANTIGUA Y BARBUDA,Manufacturas de alta tecnología,57289.16999999999,17843.960000000003
4,Arabia Saudita,ARABIA SAUDITA,Bienes primarios,5217489.89,644607.66
4,Arabia Saudita,ARABIA SAUDITA,Manufacturas basadas en recursos naturales,110589.61,37237.79
4,Arabia Saudita,ARABIA SAUDITA,Manufacturas de alta tecnología,2372.31,73.34
4,Arabia Saudita,ARABIA SAUDITA,Manufacturas de baja tecnología,232674.75999999998,38388.89
4,Arabia Saudita,ARABIA SAUDITA,Manufacturas de tecnología media,19764.010000000002,453
4,Argelia,ARGELIA,Bienes primarios,918897.79,712273.63
4,Argelia,ARGELIA,Manufacturas basadas en recursos naturales,40424.44,18000
4,Argentina,ARGENTINA,Bienes primarios,13376059.64,88767187.49
4,Argentina,ARGENTINA,Manufacturas basadas en recursos naturales,2814175.82,3082800.58
4,Argentina,ARGENTINA,Manufacturas de alta tecnología,558915.64,17410.29
4,Argentina,ARGENTINA,Manufacturas de baja tecnología,1799672.42,448955.68
4,Argentina,ARGENTINA,Manufacturas de tecnología media,14316373.57,2103324.97
4,Argentina,ARGENTINA,Otras transacciones,311561.26999999996,31417.989999999998
4,Armenia,ARMENIA,Bienes primarios,6992.22,1297.25
4,Australia,AUSTRALIA,Bienes primarios,8399469.41,1053112.84
4,Australia,AUSTRALIA,Manufacturas basadas en recursos naturales,185010.18,51334.83
4,Australia,AUSTRALIA,Manufacturas de alta tecnología,4374.97,150.7
4,Australia,AUSTRALIA,Manufacturas de baja tecnología,1666229.11,67914.1
4,Australia,AUSTRALIA,Manufacturas de tecnología media,174752.42,4242.11
4,Australia,AUSTRALIA,Otras transacciones,15097824.08,333.66999999999996
4,Austria,AUSTRIA,Bienes primarios,88091.3,13140
4,Austria,AUSTRIA,Manufacturas de baja tecnología,25518,63.419999999999995
4,Austria,AUSTRIA,Otras transacciones,80,51
4,Azerbaiján,AZERBAIJAN,Bienes primarios,43871.04,4301.5
4,Bahamas,BAHAMAS,Bienes primarios,839.4499999999999,199
4,Bahamas,BAHAMAS,Manufacturas basadas en recursos naturales,34726.03,57321.01
4,Bahamas,BAHAMAS,Manufacturas de baja tecnología,28791.09,8747
4,Bahamas,BAHAMAS,Manufacturas de tecnología media,503118.56,135991.56
4,Bahrein,BAHREIN,Bienes primarios,47188.36,4679
4,Bahrein,BAHREIN,Manufacturas basadas en recursos naturales,15781.65,5526.27
4,Bahrein,BAHREIN,Manufacturas de baja tecnología,9085,34.28
4,Barbados,BARBADOS,Bienes primarios,17099.129999999997,940.8
4,Barbados,BARBADOS,Manufacturas basadas en recursos naturales,298122.1,409553.74
4,Barbados,BARBADOS,Manufacturas de alta tecnología,112489.6,36463.39
4,Barbados,BARBADOS,Manufacturas de baja tecnología,291374.9,41922.479999999996
4,Barbados,BARBADOS,Manufacturas de tecnología media,150551.97,34771.53
4,Belarus,BELARUS,Bienes primarios,151446.31,10404.05
4,Belice,BELICE,Bienes primarios,87697.2,3180
4,Belice,BELICE,Manufacturas basadas en recursos naturales,21316.39,24317.44
4,Belice,BELICE,Manufacturas de alta tecnología,17396.100000000002,818.1800000000001
4,Belice,BELICE,Manufacturas de baja tecnología,78169.75000000001,15046.07
4,Belice,BELICE,Manufacturas de tecnología media,74086.69,10690.91
4,Bolivia,BOLIVIA,Bienes primarios,322650.09,46666.35
4,Bolivia,BOLIVIA,Manufacturas basadas en recursos naturales,1823937.53,1320014.08
4,Bolivia,BOLIVIA,Manufacturas de alta tecnología,350239.26,13024.87
4,Bolivia,BOLIVIA,Manufacturas de baja tecnología,2000093.61,336954.74
4,Bolivia,BOLIVIA,Manufacturas de tecnología media,2487391.18,888169.21
4,Bolivia,BOLIVIA,Otras transacciones,707.85,57.39
4,Bosnia Y Herzegovina,BOSNIA Y HERZEGOVINA,Bienes primarios,9306.5,699
4,Brasil,BRASIL,Bienes primarios,41165442.22,360680336
4,Brasil,BRASIL,Manufacturas basadas en recursos naturales,36986646.16,99653320.54
4,Brasil,BRASIL,Manufacturas de alta tecnología,1525728.03,29850.98
4,Brasil,BRASIL,Manufacturas de baja tecnología,5536301.04,1266506.79
4,Brasil,BRASIL,Manufacturas de tecnología media,63254019.5,46990252.7
4,Brasil,BRASIL,Otras transacciones,2785,39
4,Bulgaria,BULGARIA,Bienes primarios,10601.3,2205.1800000000003
4,Bélgica,BELGICA,Bienes primarios,81099637.95,120433884.20000002
4,Bélgica,BELGICA,Manufacturas basadas en recursos naturales,11197275.02,35083494
4,Bélgica,BELGICA,Manufacturas de tecnología media,174117.90000000002,79669.5
4,Camerún,CAMERUN,Manufacturas de baja tecnología,202410,51675
4,Canadá,CANADA,Bienes primarios,58485111.49,123772164.77
4,Canadá,CANADA,Manufacturas basadas en recursos naturales,4273717.39,4039777.58
4,Canadá,CANADA,Manufacturas de alta tecnología,1540158.1,73703.76
4,Canadá,CANADA,Manufacturas de baja tecnología,1865311.92,195292.68
4,Canadá,CANADA,Manufacturas de tecnología media,1708783.45,299929.83
4,Canadá,CANADA,Otras transacciones,58267189.29,1157.0800000000002
4,Chile,CHILE,Bienes primarios,19077837.71,151850683.72
4,Chile,CHILE,Manufacturas basadas en recursos naturales,10011336.18,10962545.040000001
4,Chile,CHILE,Manufacturas de alta tecnología,2793439.0700000003,1013821.0800000001
4,Chile,CHILE,Manufacturas de baja tecnología,6121717.81,1760817.98
4,Chile,CHILE,Manufacturas de tecnología media,19432339.18,5123799.75
4,Chile,CHILE,Otras transacciones,357176.74,40078.2
4,China,CHINA,Bienes primarios,54866453.14,163448853.33
4,China,CHINA,Manufacturas basadas en recursos naturales,13796356.87,6455071.77
4,China,CHINA,Manufacturas de alta tecnología,1061.55,387
4,China,CHINA,Manufacturas de baja tecnología,911294.7,31218.56
4,China,CHINA,Manufacturas de tecnología media,28258737.36,9964689.75
4,Chipre,CHIPRE,Bienes primarios,9385.8,617
4,Chipre,CHIPRE,Manufacturas basadas en recursos naturales,143940,180594
4,Colombia,COLOMBIA,Bienes primarios,292581.93,13970.310000000001
4,Colombia,COLOMBIA,Manufacturas basadas en recursos naturales,328629.21,21564.06
4,Colombia,COLOMBIA,Manufacturas de alta tecnología,41017.34,365.28
4,Colombia,COLOMBIA,Manufacturas de baja tecnología,340895.59,4909.2
4,Colombia,COLOMBIA,Manufacturas de tecnología media,1867.77,58.84
4,Colombia,COLOMBIA,Otras transacciones,3161.13,168.26
4,Corea del Sur,COREA DEL SUR,Bienes primarios,31833914.080000002,161392905.99
4,Corea del Sur,COREA DEL SUR,Manufacturas basadas en recursos naturales,3086742.33,786329.2
4,Corea del Sur,COREA DEL SUR,Manufacturas de alta tecnología,1390,157.94
4,Corea del Sur,COREA DEL SUR,Manufacturas de baja tecnología,138682.8,9187.5
4,Corea del Sur,COREA DEL SUR,Manufacturas de tecnología media,1497530.92,367857.52
4,Costa De Marfil,COSTA DE MARFIL,Bienes primarios,74271.61,81918.8
4,Costa De Marfil,COSTA DE MARFIL,Manufacturas basadas en recursos naturales,230749.06,136640.03
4,Costa De Marfil,COSTA DE MARFIL,Manufacturas de baja tecnología,135576,49208.5
4,Costa De Marfil,COSTA DE MARFIL,Manufacturas de tecnología media,76728.2,14000
4,Costa Rica,COSTA RICA,Bienes primarios,1664042.23,1862355.32
4,Costa Rica,COSTA RICA,Manufacturas basadas en recursos naturales,7642065.2700000005,5856675.47
4,Costa Rica,COSTA RICA,Manufacturas de alta tecnología,1916389.94,352896.96
4,Costa Rica,COSTA RICA,Manufacturas de baja tecnología,7302656.33,1250952.46
4,Costa Rica,COSTA RICA,Manufacturas de tecnología media,8087710.29,3083623.87
4,Costa Rica,COSTA RICA,Otras transacciones,76824.12,7835.160000000001
4,Croacia,CROACIA,Bienes primarios,9026649.2,55205054
4,Croacia,CROACIA,Manufacturas basadas en recursos naturales,64772.5,99650
4,Cuba,CUBA,Bienes primarios,996250.12,614345.28
4,Cuba,CUBA,Manufacturas basadas en recursos naturales,4410921.91,4590546.89
4,Cuba,CUBA,Manufacturas de alta tecnología,59798.83,2997.63
4,Cuba,CUBA,Manufacturas de baja tecnología,308517.65,27352.420000000002
4,Cuba,CUBA,Manufacturas de tecnología media,635949.29,752097.62
4,Cuba,CUBA,Otras transacciones,266324.37,24454.14
4,Dinamarca,DINAMARCA,Bienes primarios,6088251.82,62069023.64
4,Dinamarca,DINAMARCA,Manufacturas basadas en recursos naturales,161853.25,149875
4,Dominica,DOMINICA,Bienes primarios,17682,433.8
4,Dominica,DOMINICA,Manufacturas basadas en recursos naturales,49845.7,39792.08
4,Dominica,DOMINICA,Manufacturas de baja tecnología,81985.05,4290
4,Dominica,DOMINICA,Manufacturas de tecnología media,360164.01,2912.6
4,Ecuador,ECUADOR,Bienes primarios,10739874.46,5051237.8
4,Ecuador,ECUADOR,Manufacturas basadas en recursos naturales,27817288.2,25589158.17
4,Ecuador,ECUADOR,Manufacturas de alta tecnología,12177336.3,1726982.06
4,Ecuador,ECUADOR,Manufacturas de baja tecnología,27494890.48,4740548.6
4,Ecuador,ECUADOR,Manufacturas de tecnología media,54967787.25,20678644.41
4,Ecuador,ECUADOR,Otras transacciones,1525218.77,74503.7
4,Egipto,EGIPTO,Bienes primarios,12083464.39,5396834.72
4,Egipto,EGIPTO,Manufacturas de tecnología media,99345.87000000001,2304
4,El Salvador,EL SALVADOR,Bienes primarios,2070825.9100000001,351568.5
4,El Salvador,EL SALVADOR,Manufacturas basadas en recursos naturales,3328290.7600000002,3194724.71
4,El Salvador,EL SALVADOR,Manufacturas de alta tecnología,2858453.19,309726.77999999997
4,El Salvador,EL SALVADOR,Manufacturas de baja tecnología,2626257.85,534045.72
4,El Salvador,EL SALVADOR,Manufacturas de tecnología media,6508041.35,1907517.1
4,El Salvador,EL SALVADOR,Otras transacciones,24414.010000000002,1589.05
4,Emiratos Árabes Unidos,EMIRATOS ARABES UNIDOS,Bienes primarios,5287133.7700000005,1139414.46
4,Emiratos Árabes Unidos,EMIRATOS ARABES UNIDOS,Manufacturas basadas en recursos naturales,220761.73,2240.57
4,Emiratos Árabes Unidos,EMIRATOS ARABES UNIDOS,Manufacturas de alta tecnología,127414.45999999999,6024.01
4,Emiratos Árabes Unidos,EMIRATOS ARABES UNIDOS,Manufacturas de baja tecnología,217221.06,8888.07
4,Emiratos Árabes Unidos,EMIRATOS ARABES UNIDOS,Manufacturas de tecnología media,154849.73,6204.68
4,Emiratos Árabes Unidos,EMIRATOS ARABES UNIDOS,Otras transacciones,51718880.25,631.8599999999999
4,Eslovaquia,ESLOVAQUIA,Bienes primarios,43204.32,23910
4,Eslovenia,ESLOVENIA,Bienes primarios,8656005.959999999,13193264.06
4,Eslovenia,ESLOVENIA,Manufacturas basadas en recursos naturales,52343.75,49800
4,España,ESPANA,Bienes primarios,28786433.67,76727771.26
4,España,ESPANA,Manufacturas basadas en recursos naturales,20528434.46,20628670.830000002
4,España,ESPANA,Manufacturas de alta tecnología,512913.56,594.38
4,España,ESPANA,Manufacturas de baja tecnología,803639.61,57950.009999999995
4,España,ESPANA,Manufacturas de tecnología media,6420981.48,1697276.6
4,España,ESPANA,Otras transacciones,160579.19,9065.37
4,Estados Unidos,ESTADOS UNIDOS,Bienes primarios,536849726.71,321037755.58
4,Estados Unidos,ESTADOS UNIDOS,Manufacturas basadas en recursos naturales,99858021.92,85700664.53999999
4,Estados Unidos,ESTADOS UNIDOS,Manufacturas de alta tecnología,67332354.61,3188574.35
4,Estados Unidos,ESTADOS UNIDOS,Manufacturas de baja tecnología,98335844.69,14000672.68
4,Estados Unidos,ESTADOS UNIDOS,Manufacturas de tecnología media,44731639.57,8244927.0600000005
4,Estados Unidos,ESTADOS UNIDOS,Otras transacciones,109444405.77,273023.74
4,Estonia,ESTONIA,Bienes primarios,1201921.26,143140.5
4,Etiopía,ETIOPIA,Manufacturas de baja tecnología,1296051.1,489392
4,Etiopía,ETIOPIA,Manufacturas de tecnología media,124483,43770
4,Fidji,FIDJI,Manufacturas basadas en recursos naturales,51096.2,22482.68
4,Filipinas,FILIPINAS,Bienes primarios,757367.42,697247
4,Filipinas,FILIPINAS,Manufacturas de baja tecnología,5790.9,23.8
4,Filipinas,FILIPINAS,Manufacturas de tecnología media,17144.4,407.05
4,Finlandia,FINLANDIA,Bienes primarios,6093312.22,1139125
4,Finlandia,FINLANDIA,Manufacturas basadas en recursos naturales,40428.25999999999,3133.5
4,Francia,FRANCIA,Bienes primarios,16999743.38,15328961.89
4,Francia,FRANCIA,Manufacturas basadas en recursos naturales,5343496.12,4884063.75
4,Francia,FRANCIA,Manufacturas de baja tecnología,123639.65000000001,5218.78
4,Francia,FRANCIA,Manufacturas de tecnología media,175825.65,12373.03
4,Francia,FRANCIA,Otras transacciones,1.8,0.3
4,Gabón,GABON,Bienes primarios,79484.04,28000
4,Gabón,GABON,Manufacturas basadas en recursos naturales,123560.26,266223
4,Georgia,GEORGIA,Bienes primarios,23674.62,3532
4,Ghana,GHANA,Bienes primarios,35157,28000
4,Ghana,GHANA,Manufacturas de baja tecnología,114258.82,28754.55
4,Ghana,GHANA,Manufacturas de tecnología media,5655,25000
4,Granada,GRANADA,Bienes primarios,10965.29,222.12
4,Granada,GRANADA,Manufacturas basadas en recursos naturales,39553.479999999996,12069.09
4,Grecia,GRECIA,Bienes primarios,1187349.34,364108
4,Grecia,GRECIA,Manufacturas basadas en recursos naturales,88954.82,42470
4,Grecia,GRECIA,Manufacturas de alta tecnología,1155.21,13.799999999999999
4,Grecia,GRECIA,Manufacturas de baja tecnología,150796.88999999998,604.84
4,Guatemala,GUATEMALA,Bienes primarios,12453671.49,117531992.86
4,Guatemala,GUATEMALA,Manufacturas basadas en recursos naturales,5117268.55,2431341.88
4,Guatemala,GUATEMALA,Manufacturas de alta tecnología,2296293.57,70969.95
4,Guatemala,GUATEMALA,Manufacturas de baja tecnología,7765786.97,1502196.3699999999
4,Guatemala,GUATEMALA,Manufacturas de tecnología media,14359919.68,5139540.38
4,Guatemala,GUATEMALA,Otras transacciones,99455.33,5052.65
4,Guinea,GUINEA,Manufacturas basadas en recursos naturales,240122.89,138344.3
4,Guinea Ecuatorial,GUINEA ECUATORIAL,Manufacturas de tecnología media,4628.2,278
4,Guyana,GUYANA,Bienes primarios,45527,227250
4,Guyana,GUYANA,Manufacturas basadas en recursos naturales,645416.0700000001,655005.94
4,Guyana,GUYANA,Manufacturas de alta tecnología,122138.94,38576
4,Guyana,GUYANA,Manufacturas de baja tecnología,193881.64,26012.6
4,Guyana,GUYANA,Manufacturas de tecnología media,4578094.76,611284.51
4,Guyana,GUYANA,Otras transacciones,1300,800
4,Haití,HAITI,Bienes primarios,58289.92,50843
4,Haití,HAITI,Manufacturas basadas en recursos naturales,2204527.53,3227694.59
4,Haití,HAITI,Manufacturas de baja tecnología,353132.11,125814.15999999999
4,Haití,HAITI,Manufacturas de tecnología media,191308.68,110902.2
4,Honduras,HONDURAS,Bienes primarios,504123.69,114293.05
4,Honduras,HONDURAS,Manufacturas basadas en recursos naturales,2203676.9,1288785.8599999999
4,Honduras,HONDURAS,Manufacturas de alta tecnología,1113585.85,116411.87000000001
4,Honduras,HONDURAS,Manufacturas de baja tecnología,2291568.65,540881.27
4,Honduras,HONDURAS,Manufacturas de tecnología media,5244628.35,3102162.14
4,Honduras,HONDURAS,Otras transacciones,13698.4,497.01
4,Hungría,HUNGRIA,Bienes primarios,211681.77,25183.1
4,Hungría,HUNGRIA,Manufacturas basadas en recursos naturales,51036,10001.05
4,Hungría,HUNGRIA,Manufacturas de alta tecnología,20899,606.55
4,Hungría,HUNGRIA,Manufacturas de baja tecnología,60,270
4,Hungría,HUNGRIA,Manufacturas de tecnología media,4881.5,456.78
4,India,INDIA,Bienes primarios,5484666.27,456345.62
4,India,INDIA,Manufacturas basadas en recursos naturales,10796300.84,28696677.97
4,India,INDIA,Manufacturas de alta tecnología,41952.44,35.6
4,India,INDIA,Manufacturas de baja tecnología,45568,108103
4,India,INDIA,Manufacturas de tecnología media,1059265.86,1026853
4,India,INDIA,Otras transacciones,26452705.18,302.09
4,Indonesia,INDONESIA,Bienes primarios,52874.52,50132
4,Indonesia,INDONESIA,Manufacturas de alta tecnología,236003.33000000002,11643.42
4,Indonesia,INDONESIA,Manufacturas de baja tecnología,79839.01000000001,89649
4,Indonesia,INDONESIA,Manufacturas de tecnología media,298489,112564
4,Irak,IRAK,Bienes primarios,17760996.29,8272620.52
4,Irak,IRAK,Manufacturas basadas en recursos naturales,46500,23705.13
4,Irlanda,IRLANDA,Bienes primarios,750917.63,633979.13
4,Irlanda,IRLANDA,Manufacturas basadas en recursos naturales,40609.51,44012.53
4,Irlanda,IRLANDA,Manufacturas de alta tecnología,16584.29,46.34
4,Irlanda,IRLANDA,Manufacturas de baja tecnología,245.14000000000001,0.61
4,Irlanda,IRLANDA,Manufacturas de tecnología media,17008.86,56.519999999999996
4,Israel,ISRAEL,Bienes primarios,4120126.63,533741.85
4,Israel,ISRAEL,Manufacturas basadas en recursos naturales,266371.79000000004,140405.08
4,Israel,ISRAEL,Manufacturas de alta tecnología,160031,38.8
4,Israel,ISRAEL,Manufacturas de baja tecnología,198244.07,8815.94
4,Israel,ISRAEL,Manufacturas de tecnología media,348363.1,96235.77
4,Israel,ISRAEL,Otras transacciones,512.3,70.50999999999999
4,Italia,ITALIA,Bienes primarios,24380458.76,33033861.27
4,Italia,ITALIA,Manufacturas basadas en recursos naturales,1754919.9,1264846.1199999999
4,Italia,ITALIA,Manufacturas de alta tecnología,295465,10087.4
4,Italia,ITALIA,Manufacturas de baja tecnología,876979.37,100859
4,Italia,ITALIA,Manufacturas de tecnología media,1731272.3399999999,739076.51
4,Italia,ITALIA,Otras transacciones,38028238.629999995,778.9599999999999
4,Jamaica,JAMAICA,Bienes primarios,533452.86,65714
4,Jamaica,JAMAICA,Manufacturas basadas en recursos naturales,1515526.32,2008636.48
4,Jamaica,JAMAICA,Manufacturas de alta tecnología,783278.41,119402
4,Jamaica,JAMAICA,Manufacturas de baja tecnología,862671.43,137086.88
4,Jamaica,JAMAICA,Manufacturas de tecnología media,962946.79,468622.44
4,Jamaica,JAMAICA,Otras transacciones,33737.14,134.9
4,Japón,JAPON,Bienes primarios,32005159.830000002,3629081.69
4,Japón,JAPON,Manufacturas basadas en recursos naturales,2108573.2,357323.19
4,Japón,JAPON,Manufacturas de alta tecnología,5278.7,61.76
4,Japón,JAPON,Manufacturas de baja tecnología,339884.18,8776.02
4,Japón,JAPON,Manufacturas de tecnología media,378761.06,168254.99
4,Jordania,JORDANIA,Bienes primarios,264687.5,15125
4,Jordania,JORDANIA,Manufacturas de tecnología media,23486.4,35000
4,Kazajstán,KAZAJSTAN,Bienes primarios,1670224.9,282481.5
4,Kazajstán,KAZAJSTAN,Manufacturas de baja tecnología,12658.480000000001,178.96
4,Kenia,KENIA,Bienes primarios,46503.49,6848
4,Kenia,KENIA,Manufacturas de alta tecnología,34860,1033
4,Kirguizistán,KIRGUIZISTAN,Bienes primarios,32887,4931.9
4,Kuwait,KUWAIT,Bienes primarios,248282.61000000002,36828.88
4,Kuwait,KUWAIT,Manufacturas basadas en recursos naturales,451755.89,49122.69
4,Kuwait,KUWAIT,Manufacturas de baja tecnología,42457.060000000005,776.25
4,Kuwait,KUWAIT,Manufacturas de tecnología media,26034.65,7696.01
4,Letonia,LETONIA,Bienes primarios,430631.77,49213.5
4,Letonia,LETONIA,Manufacturas basadas en recursos naturales,258823.15,424850
4,Letonia,LETONIA,Manufacturas de tecnología media,135380.47,43.05
4,Liberia,LIBERIA,Bienes primarios,34185.07,54310
4,Liberia,LIBERIA,Manufacturas basadas en recursos naturales,79487.1,46373.37
4,Liberia,LIBERIA,Manufacturas de baja tecnología,76440,24024
4,Lituania,LITUANIA,Bienes primarios,207873.66,7550.160000000001
4,Lituania,LITUANIA,Manufacturas de tecnología media,752.3399999999999,2.8
4,Luxemburgo,LUXEMBURGO,Manufacturas de tecnología media,562290.16,17148
4,Líbano,LIBANO,Bienes primarios,435485.94,58844.9
4,Líbano,LIBANO,Manufacturas de alta tecnología,98379.52,181931
4,Líbano,LIBANO,Manufacturas de baja tecnología,72772.95,2871.4100000000003
4,Líbano,LIBANO,Manufacturas de tecnología media,2851.6,11806
4,Líbano,LIBANO,Otras transacciones,5,49.089999999999996
4,Madagascar,MADAGASCAR,Manufacturas basadas en recursos naturales,38782.8,23327.1
4,Malaysia,MALAYSIA,Bienes primarios,10509107.76,1278187
4,Malaysia,MALAYSIA,Manufacturas basadas en recursos naturales,2221835.73,1132542.58
4,Malaysia,MALAYSIA,Manufacturas de baja tecnología,159469.29,15026.09
4,Malaysia,MALAYSIA,Manufacturas de tecnología media,108561.81,113767.01
4,Malaysia,MALAYSIA,Otras transacciones,2.75,24.77
4,Malí,MALI,Manufacturas basadas en recursos naturales,178789.03,92727.97
4,Marruecos,MARRUECOS,Bienes primarios,457561.38,60186
4,Marruecos,MARRUECOS,Manufacturas de alta tecnología,8710,326.6
4,Marruecos,MARRUECOS,Manufacturas de baja tecnología,52678.28,12351.380000000001
4,Marruecos,MARRUECOS,Manufacturas de tecnología media,190566.89,184000
4,Moldavia,MOLDAVIA,Bienes primarios,85175.13,13228.4
4,Mozambique,MOZAMBIQUE,Manufacturas basadas en recursos naturales,26721,37000
4,México,MEXICO,Bienes primarios,18563352.34,2128128.45
4,México,MEXICO,Manufacturas basadas en recursos naturales,20427524.13,30988856.93
4,México,MEXICO,Manufacturas de alta tecnología,6035341.01,1117404.97
4,México,MEXICO,Manufacturas de baja tecnología,16066372.71,3210713.18
4,México,MEXICO,Manufacturas de tecnología media,45647266.1,11147601.98
4,México,MEXICO,Otras transacciones,578648.61,70128.08
4,Namibia,NAMIBIA,Manufacturas de tecnología media,9852.62,615.41
4,Nicaragua,NICARAGUA,Bienes primarios,13309.02,40059
4,Nicaragua,NICARAGUA,Manufacturas basadas en recursos naturales,1480064.23,274225.02
4,Nicaragua,NICARAGUA,Manufacturas de alta tecnología,1185799.16,22274.07
4,Nicaragua,NICARAGUA,Manufacturas de baja tecnología,1047164.15,162791.83
4,Nicaragua,NICARAGUA,Manufacturas de tecnología media,1692772.83,552577.4500000001
4,Nicaragua,NICARAGUA,Otras transacciones,72.21,5.77
4,Nigeria,NIGERIA,Bienes primarios,256712.16999999998,394704
4,Nigeria,NIGERIA,Manufacturas basadas en recursos naturales,247220.74,131369.4
4,Nigeria,NIGERIA,Manufacturas de alta tecnología,66601.64,1070.93
4,Nigeria,NIGERIA,Manufacturas de baja tecnología,67470,17225
4,Nigeria,NIGERIA,Manufacturas de tecnología media,383609.84,19507.2
4,Noruega,NORUEGA,Bienes primarios,9035677.620000001,1155775.39
4,Noruega,NORUEGA,Manufacturas basadas en recursos naturales,1976279.66,8020290
4,Noruega,NORUEGA,Manufacturas de baja tecnología,125784.74,44644.49
4,Nueva Zelanda,NUEVA ZELANDA,Bienes primarios,2506089.7,275953.4
4,Nueva Zelanda,NUEVA ZELANDA,Manufacturas basadas en recursos naturales,21051.7,10035.92
4,Nueva Zelanda,NUEVA ZELANDA,Manufacturas de alta tecnología,236468.56,6663.94
4,Omán,OMAN,Bienes primarios,42397,2610
4,Omán,OMAN,Manufacturas basadas en recursos naturales,108215.62,74803.95999999999
4,Omán,OMAN,Manufacturas de alta tecnología,3946.72,0.5
4,Omán,OMAN,Manufacturas de baja tecnología,3652.33,3.15
4,Omán,OMAN,Manufacturas de tecnología media,20620.09,1234
4,Pakistán,PAKISTAN,Manufacturas basadas en recursos naturales,80097,101667
4,Panamá,PANAMA,Bienes primarios,34000878.67,74397893.09
4,Panamá,PANAMA,Manufacturas basadas en recursos naturales,8407395.49,7350101.5
4,Panamá,PANAMA,Manufacturas de alta tecnología,5763539.44,591697.85
4,Panamá,PANAMA,Manufacturas de baja tecnología,6971029.81,1701612.6
