Mes,Departamento,Departamento_join,CIIU,fob_total,kg_total
1,Caldas,CALDAS,"Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón.",80,31.8
1,Caldas,CALDAS,"Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",1636.88,28.8
1,Caldas,CALDAS,"Fabricación de pilas, baterías y acumuladores eléctricos",21444.8,7831.08
1,Caldas,CALDAS,"Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas",43714.62,30139.9
1,Caldas,CALDAS,Fabricación de plaguicidas y otros productos químicos de uso agropecuario,380,23.79
1,Caldas,CALDAS,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",539397.01,25500
1,Caldas,CALDAS,Fabricación de productos metálicos para uso estructural,13949.52,5706
1,Caldas,CALDAS,Fabricación de pulpas (pastas) celulósicas; papel y cartón,14311.1,19009.1
1,Caldas,CALDAS,Industrias básicas de hierro y de acero,27049,32394.96
1,Caldas,CALDAS,Otras industrias manufactureras n.c.p.,14537.17,3654.41
1,Caldas,CALDAS,Otros derivados del café,14778385.65,783706.48
1,Caldas,CALDAS,Otros trabajos de edición,68.99000000000001,3.21
1,Caldas,CALDAS,"Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos",1621194.6500000001,774533.0399999999
1,Caldas,CALDAS,Trilla de café,79356537.69,11825256
1,Caquetá,CAQUETA,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",3267.98,53.8
1,Caquetá,CAQUETA,Recolección de productos forestales diferentes a la madera,38304,20160
1,Casanare,CASANARE,Extracción de petróleo crudo,23698808,47965218
1,Casanare,CASANARE,Fabricación de aparatos de distribución y control de la energía eléctrica,167414,1900
1,Cauca,CAUCA,Cría de aves de corral,66481.35,23846
1,Cauca,CAUCA,Cultivo de plantas con las que se preparan bebidas,263617,15412
1,Cauca,CAUCA,"Descafeinado, tostión y molienda del café",13216.650000000001,960
1,Cauca,CAUCA,"Elaboración de cacao, chocolate y productos de confitería",223475.5,68746.02
1,Cauca,CAUCA,"Elaboración de macarrones, fideos, alcuzcuz y productos farináceos similares",3484.8,990
1,Cauca,CAUCA,Elaboración de otros productos alimenticios n.c.p.,549831.55,871614
1,Cauca,CAUCA,Elaboración de panela,2621514.13,3590316
1,Cauca,CAUCA,Elaboración de productos de molinería,17520,4308
1,Cauca,CAUCA,Elaboración de productos de panadería,14128.8,1053
1,Cauca,CAUCA,Elaboración y refinación de azúcar,7686912.1899999995,12073613
1,Cauca,CAUCA,Extracción de oro y otros metales preciosos,242286.08,116350
1,Cauca,CAUCA,Fabricación de artículos de plástico n.c.p.,145.76,19
1,Cauca,CAUCA,"Fabricación de artículos de viaje, bolsos de mano y artículos similares; artículos de talabartería y guarnicionería elaborados en otros materiales",4088.37,103.9
1,Cauca,CAUCA,Fabricación de equipo de elevación y manipulación,12982.35,1360
1,Cauca,CAUCA,"Fabricación de equipo de medición, prueba, navegación y control",17656.19,1029
1,Cauca,CAUCA,Fabricación de fibras sintéticas y artificiales,9375.78,5859.860000000001
1,Cauca,CAUCA,Fabricación de formas básicas de caucho y otros productos de caucho n.c.p.,34937.78,4860
1,Cauca,CAUCA,Fabricación de formas básicas de plástico,16706.420000000002,8925.75
1,Cauca,CAUCA,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",1980886.25,1247799.47
1,Cauca,CAUCA,Fabricación de locomotoras y de material rodante para ferrocarriles,70,32.4
1,Cauca,CAUCA,Fabricación de otros artículos de papel y cartón,243880.26,84244.27
1,Cauca,CAUCA,"Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón.",86.4,79.61999999999999
1,Cauca,CAUCA,Fabricación de productos metálicos para uso estructural,155020.6,51574.08
1,Cauca,CAUCA,Fabricación de pulpas (pastas) celulósicas; papel y cartón,19993,43820
1,Cauca,CAUCA,Fabricación de sustancias y productos químicos básicos,56378.85000000001,119680
1,Cauca,CAUCA,Otras industrias manufactureras n.c.p.,71.45,9
1,Cauca,CAUCA,Otros trabajos de edición,29.61,10
1,Cauca,CAUCA,"Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos",50897,20140
1,Cauca,CAUCA,Trilla de café,3073448.6,400184
1,Cesar,CESAR,Extracción de hulla (carbón de piedra),167335426.60999998,1743455800
1,Cesar,CESAR,Extracción de madera,126605.4,369050
1,Cesar,CESAR,Extracción de otros minerales metalíferos no ferrosos n.c.p.,47687,162950
1,Cesar,CESAR,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",53515.92,31967.1
1,Cesar,CESAR,"Fabricación de otras bombas, compresores, grifos y válvulas",24067,921.13
1,Cesar,CESAR,Fabricación de sustancias y productos químicos básicos,194859.38,187306
1,Cesar,CESAR,Trilla de café,252939.15999999997,38555
1,Chocó,CHOCO,Cultivo de plátano y banano,13824,17140
1,Chocó,CHOCO,"Destilación, rectificación y mezcla de bebidas alcohólicas",2325.98,204
1,Chocó,CHOCO,Extracción de madera,648930.88,2198924
1,Chocó,CHOCO,Industrias básicas de metales preciosos,1245080.3800000001,26.21
1,Cundinamarca,CUNDINAMARCA,Actividades de impresión,12205.460000000001,802.7199999999999
1,Cundinamarca,CUNDINAMARCA,"Confección de artículos con materiales textiles, excepto prendas de vestir",1300040.48,34872.1
1,Cundinamarca,CUNDINAMARCA,"Confección de prendas de vestir, excepto prendas de piel",1009606.39,54694.76
1,Cundinamarca,CUNDINAMARCA,"Corte, tallado y acabado de la piedra",35000,4026.5
1,Cundinamarca,CUNDINAMARCA,Cría de aves de corral,37050,2917
1,Cundinamarca,CUNDINAMARCA,"Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas",1649.7,1125
1,Cundinamarca,CUNDINAMARCA,Cultivo de especias y de plantas aromáticas y medicinales,1345592.3099999998,311560.86
1,Cundinamarca,CUNDINAMARCA,Cultivo de flor de corte,72836981.2100001,9381923.92
1,Cundinamarca,CUNDINAMARCA,Cultivo de frutas tropicales y subtropicales,7904047.35,2843844.91
1,Cundinamarca,CUNDINAMARCA,"Cultivo de hortalizas, raíces y tubérculos",291798.02,58008
1,Cundinamarca,CUNDINAMARCA,Cultivo de plátano y banano,22581.37,6552
1,Cundinamarca,CUNDINAMARCA,Curtido y recurtido de cueros; recurtido y teñido de pieles,10471.48,374.9
1,Cundinamarca,CUNDINAMARCA,"Descafeinado, tostión y molienda del café",635789.08,51212.72
1,Cundinamarca,CUNDINAMARCA,"Destilación, rectificación y mezcla de bebidas alcohólicas",6457.6,5350
1,Cundinamarca,CUNDINAMARCA,Edición de libros,521386.93,106254.86000000002
1,Cundinamarca,CUNDINAMARCA,"Edición de periódicos, revistas y otras publicaciones periódicas",221662.09,97119.51
1,Cundinamarca,CUNDINAMARCA,Elaboración de alimentos preparados para animales,786418.4299999999,369232.08
1,Cundinamarca,CUNDINAMARCA,Elaboración de almidones y productos derivados del almidón,73506.56,31671
1,Cundinamarca,CUNDINAMARCA,"Elaboración de bebidas no alcohólicas, producción de aguas minerales y de otras aguas embotelladas",180674.1,219588.3
1,Cundinamarca,CUNDINAMARCA,"Elaboración de cacao, chocolate y productos de confitería",1402622.22,607541
1,Cundinamarca,CUNDINAMARCA,"Elaboración de macarrones, fideos, alcuzcuz y productos farináceos similares",611000.12,553728.88
1,Cundinamarca,CUNDINAMARCA,Elaboración de otros productos alimenticios n.c.p.,1920900.06,1483383.37
1,Cundinamarca,CUNDINAMARCA,Elaboración de productos de molinería,526769.01,352085.97
1,Cundinamarca,CUNDINAMARCA,Elaboración de productos de panadería,638646.25,229914.58
1,Cundinamarca,CUNDINAMARCA,Elaboración de productos lácteos,222202.64,87506.96
1,Cundinamarca,CUNDINAMARCA,Elaboración y refinación de azúcar,41328.1,61920
1,Cundinamarca,CUNDINAMARCA,"Extracción de arcillas de uso industrial, caliza, caolín y bentonitas",93304.2,2106000
1,Cundinamarca,CUNDINAMARCA,Extracción de halita (sal),40818.11,174650
1,Cundinamarca,CUNDINAMARCA,Extracción de hulla (carbón de piedra),1745069.38,13260290
1,Cundinamarca,CUNDINAMARCA,"Extracción de piedra, arena, arcillas comunes, yeso y anhidrita",8968.54,87000
1,Cundinamarca,CUNDINAMARCA,Fabricación de abonos y compuestos inorgánicos nitrogenados,284883.52,484531.8
1,Cundinamarca,CUNDINAMARCA,Fabricación de aparatos de distribución y control de la energía eléctrica,1546224.31,48604.31
1,Cundinamarca,CUNDINAMARCA,Fabricación de aparatos de uso doméstico,2200438.81,323126.62
1,Cundinamarca,CUNDINAMARCA,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",417604.22000000003,23561.2
1,Cundinamarca,CUNDINAMARCA,"Fabricación de artículos de hormigón, cemento y yeso",45334.65,96181.4
1,Cundinamarca,CUNDINAMARCA,Fabricación de artículos de plástico n.c.p.,2504481.54,580452.66
1,Cundinamarca,CUNDINAMARCA,Fabricación de artículos de punto y ganchillo,93703.26000000001,5545.23
1,Cundinamarca,CUNDINAMARCA,"Fabricación de artículos de viaje, bolsos de mano y artículos similares elaborados en cuero, y fabricación de artículos de talabartería y guarnicionería",138507.28,16944.79
1,Cundinamarca,CUNDINAMARCA,"Fabricación de artículos de viaje, bolsos de mano y artículos similares; artículos de talabartería y guarnicionería elaborados en otros materiales",12145.800000000001,945.18
1,Cundinamarca,CUNDINAMARCA,"Fabricación de cojinetes, engranajes, trenes de engranajes y piezas de transmisión",26762.15,901.99
1,Cundinamarca,CUNDINAMARCA,Fabricación de componentes y tableros electrónicos,2865.99,55.03
1,Cundinamarca,CUNDINAMARCA,Fabricación de computadoras y de equipo periférico,26409.87,718.47
1,Cundinamarca,CUNDINAMARCA,"Fabricación de cuerdas, cordeles, cables, bramantes y redes",42491.71,8428.9
1,Cundinamarca,CUNDINAMARCA,Fabricación de dispositivos de cableado,100499.81,4755.23
1,Cundinamarca,CUNDINAMARCA,Fabricación de equipo de elevación y manipulación,125426.58,19110.21
1,Cundinamarca,CUNDINAMARCA,"Fabricación de equipo de medición, prueba, navegación y control",50507.65,585.86
1,Cundinamarca,CUNDINAMARCA,Fabricación de equipos de comunicación,89123.56,5479.700000000001
1,Cundinamarca,CUNDINAMARCA,Fabricación de equipos de potencia hidráulica y neumática,3914.0600000000004,1006.5
1,Cundinamarca,CUNDINAMARCA,Fabricación de equipos eléctricos de iluminación,3712.0899999999997,157.79000000000002
1,Cundinamarca,CUNDINAMARCA,Fabricación de fibras sintéticas y artificiales,12633.15,4024.5
1,Cundinamarca,CUNDINAMARCA,Fabricación de formas básicas de caucho y otros productos de caucho n.c.p.,76791.99,8128.87
1,Cundinamarca,CUNDINAMARCA,Fabricación de formas básicas de plástico,1266287.1400000001,425601.37
1,Cundinamarca,CUNDINAMARCA,"Fabricación de generadores de vapor, excepto calderas de agua caliente para calefacción central",7493.360000000001,900
1,Cundinamarca,CUNDINAMARCA,"Fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados, tableros laminados, tableros de partículas y otros tableros y paneles",219834.25999999998,292283.68
1,Cundinamarca,CUNDINAMARCA,"Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)",309647.92,2372.71
1,Cundinamarca,CUNDINAMARCA,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",23098090.34,2268382.05
1,Cundinamarca,CUNDINAMARCA,"Fabricación de joyas, bisutería y artículos conexos",1150805.31,13818.81
1,Cundinamarca,CUNDINAMARCA,"Fabricación de juegos, juguetes y rompecabezas",113806.62,17695.24
1,Cundinamarca,CUNDINAMARCA,Fabricación de locomotoras y de material rodante para ferrocarriles,22360.65,2079.6
1,Cundinamarca,CUNDINAMARCA,Fabricación de maquinaria agropecuaria y forestal,225744.22,43971.96
1,Cundinamarca,CUNDINAMARCA,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción,88916.85999999999,1723.2
1,Cundinamarca,CUNDINAMARCA,"Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros",60,6.85
1,Cundinamarca,CUNDINAMARCA,Fabricación de materiales de arcilla para la construcción,2635737.05,3373616.68
1,Cundinamarca,CUNDINAMARCA,"Fabricación de motores, generadores y transformadores eléctricos",8168536.7299999995,457418.68
1,Cundinamarca,CUNDINAMARCA,Fabricación de muebles,1301341.9,119691.94
1,Cundinamarca,CUNDINAMARCA,"Fabricación de otras bombas, compresores, grifos y válvulas",1140464.5,70186.86
1,Cundinamarca,CUNDINAMARCA,Fabricación de otros artículos de papel y cartón,2281823.57,549425.4
1,Cundinamarca,CUNDINAMARCA,Fabricación de otros artículos textiles n.c.p.,108182.62,15741.960000000001
1,Cundinamarca,CUNDINAMARCA,Fabricación de otros productos de cerámica y porcelana,78872.2,2967.31
1,Cundinamarca,CUNDINAMARCA,"Fabricación de otros productos de madera; fabricación de artículos de corcho, cestería y espartería",4750,146
1,Cundinamarca,CUNDINAMARCA,Fabricación de otros productos elaborados de metal n.c.p.,1691352.6600000001,382819.56
1,Cundinamarca,CUNDINAMARCA,Fabricación de otros productos minerales no metálicos n.c.p.,101672.52,13544.74
1,Cundinamarca,CUNDINAMARCA,Fabricación de otros productos químicos n.c.p.,2245708.64,413562.39
1,Cundinamarca,CUNDINAMARCA,Fabricación de otros tipos de equipo eléctrico n.c.p.,33001.73,3546.43
1,Cundinamarca,CUNDINAMARCA,Fabricación de otros tipos de maquinaria y equipo de uso especial n.c.p.,82700.92,7156.42
1,Cundinamarca,CUNDINAMARCA,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.,429530.63,27370.59
1,Cundinamarca,CUNDINAMARCA,"Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón.",450525.35,149941.31
1,Cundinamarca,CUNDINAMARCA,Fabricación de partes del calzado,7753.31,908
1,Cundinamarca,CUNDINAMARCA,"Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",321702.07999999996,26770.9
1,Cundinamarca,CUNDINAMARCA,"Fabricación de pilas, baterías y acumuladores eléctricos",80,2
1,Cundinamarca,CUNDINAMARCA,"Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas",429403.22,296552.26
1,Cundinamarca,CUNDINAMARCA,Fabricación de plaguicidas y otros productos químicos de uso agropecuario,364389.60000000003,322382.78
1,Cundinamarca,CUNDINAMARCA,Fabricación de plásticos en formas primarias,606636.99,351593.08
1,Cundinamarca,CUNDINAMARCA,Fabricación de productos de hornos de coque,15285131.44,82877840
1,Cundinamarca,CUNDINAMARCA,Fabricación de productos de la refinación del petróleo,372730.29,817427.2
1,Cundinamarca,CUNDINAMARCA,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",1248889.55,51240.32
1,Cundinamarca,CUNDINAMARCA,Fabricación de productos metálicos para uso estructural,122301,21374
1,Cundinamarca,CUNDINAMARCA,Fabricación de pulpas (pastas) celulósicas; papel y cartón,161093.12,39663.66
1,Cundinamarca,CUNDINAMARCA,Fabricación de relojes,1203.85,17.87
1,Cundinamarca,CUNDINAMARCA,Fabricación de sustancias y productos químicos básicos,506160.61,739044.48
1,Cundinamarca,CUNDINAMARCA,Fabricación de tapetes y alfombras para pisos,40.61,2.43
1,Cundinamarca,CUNDINAMARCA,Fabricación de tejidos de punto y ganchillo,538407.28,52593.840000000004
1,Cundinamarca,CUNDINAMARCA,Fabricación de vehículos automotores y sus motores,3211591,275450
1,Cundinamarca,CUNDINAMARCA,Fabricación de vidrio y productos de vidrio,2091666.26,759466.67
1,Cundinamarca,CUNDINAMARCA,Fundición de hierro y de acero,5443.86,393.5
1,Cundinamarca,CUNDINAMARCA,Fundición de metales no ferrosos,313016.51,49010.990000000005
1,Cundinamarca,CUNDINAMARCA,Industrias básicas de hierro y de acero,354751.94,325348
1,Cundinamarca,CUNDINAMARCA,Industrias básicas de metales preciosos,350063.52,49989.6
1,Cundinamarca,CUNDINAMARCA,Industrias básicas de otros metales no ferrosos,95031.58,36925.86
1,Cundinamarca,CUNDINAMARCA,Otras industrias manufactureras n.c.p.,850443.67,55916.57
1,Cundinamarca,CUNDINAMARCA,Otros cultivos permanentes n.c.p.,349.25,29.7
1,Cundinamarca,CUNDINAMARCA,Otros cultivos transitorios n.c.p.,280412.3,55542.03999999999
1,Cundinamarca,CUNDINAMARCA,Otros derivados del café,1299308.15,50934.71
1,Cundinamarca,CUNDINAMARCA,Otros trabajos de edición,21974.2,3488.3900000000003
1,Cundinamarca,CUNDINAMARCA,Pesca marítima,30888.92,4016.57
1,Cundinamarca,CUNDINAMARCA,Procesamiento y conservación de carne y productos cárnicos,26374.42,21924.27
1,Cundinamarca,CUNDINAMARCA,"Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos",374306.52,144090.56
1,Cundinamarca,CUNDINAMARCA,"Procesamiento y conservación de pescados, crustáceos y moluscos",116892.87999999999,12008.880000000001
1,Cundinamarca,CUNDINAMARCA,"Producción de malta, elaboración de cervezas y otras bebidas malteadas",230221.95,232136.88999999998
1,Cundinamarca,CUNDINAMARCA,"Propagación de plantas (actividades de los viveros, excepto viveros forestales)",614391.11,21413.03
1,Cundinamarca,CUNDINAMARCA,Recolección de productos forestales diferentes a la madera,872300.58,125725.76
1,Cundinamarca,CUNDINAMARCA,Tejeduría de productos textiles,14601.689999999999,765.67
1,Cundinamarca,CUNDINAMARCA,Trilla de café,5008049.0200000005,720396
1,Córdoba,CORDOBA,"Aserrado, acepillado e impregnación de la madera",131732.88,513000
1,Córdoba,CORDOBA,Cultivo de frutas tropicales y subtropicales,16005,14938
1,Córdoba,CORDOBA,"Cultivo de hortalizas, raíces y tubérculos",95200,103252
1,Córdoba,CORDOBA,Elaboración de productos lácteos,44953.5,3933.6000000000004
1,Córdoba,CORDOBA,Extracción de hulla (carbón de piedra),4382235,49500000
1,Córdoba,CORDOBA,Extracción de madera,214978.5,1225500
1,Córdoba,CORDOBA,"Fabricación de cemento, cal y yeso",9801.6,13000
1,Córdoba,CORDOBA,Industrias básicas de hierro y de acero,34633068.37,9920294
1,Córdoba,CORDOBA,Procesamiento y conservación de carne y productos cárnicos,11046183.33,2378661.8
1,Córdoba,CORDOBA,"Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos",38880,23564
1,Guainía,GUAINIA,Cultivo de flor de corte,68582.15,1794
1,Guainía,GUAINIA,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",2040,598.2
1,Guainía,GUAINIA,Fabricación de sustancias y productos químicos básicos,10404,5140.8
1,Guajira,LA GUAJIRA,"Elaboración de cacao, chocolate y productos de confitería",28974.649999999998,6696
1,Guajira,LA GUAJIRA,Elaboración de otros productos alimenticios n.c.p.,1335,490
1,Guajira,LA GUAJIRA,Elaboración de productos de panadería,70697.63,29916
1,Guajira,LA GUAJIRA,Extracción de hulla (carbón de piedra),5665950.53,61556950
1,Guajira,LA GUAJIRA,Extracción de otros minerales metalíferos no ferrosos n.c.p.,44200,106141
1,Guajira,LA GUAJIRA,Fabricación de aparatos de uso doméstico,10138.5,150
1,Guajira,LA GUAJIRA,Fabricación de artículos de plástico n.c.p.,15540,3860
1,Guajira,LA GUAJIRA,"Fabricación de cemento, cal y yeso",25388.45,165000
1,Guajira,LA GUAJIRA,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",93110.47,31603.66
1,Guajira,LA GUAJIRA,Fabricación de otros productos elaborados de metal n.c.p.,508.52,569
1,Guajira,LA GUAJIRA,Fabricación de otros productos químicos n.c.p.,2991.71,2411.05
1,Guajira,LA GUAJIRA,"Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón.",6300.4,7021
1,Guajira,LA GUAJIRA,"Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas",225019.02,164434.94
1,Guajira,LA GUAJIRA,Fabricación de plásticos en formas primarias,237419.95,192675
1,Guajira,LA GUAJIRA,Fabricación de sustancias y productos químicos básicos,9963,20400
1,Guajira,LA GUAJIRA,Otras industrias manufactureras n.c.p.,7004.88,141
1,Guajira,LA GUAJIRA,Procesamiento y conservación de carne y productos cárnicos,165288.71,53078.5
1,Guajira,LA GUAJIRA,"Procesamiento y conservación de pescados, crustáceos y moluscos",48500,2000
1,Huila,HUILA,Cultivo de flor de corte,661.5,171
1,Huila,HUILA,Cultivo de plantas con las que se preparan bebidas,1424682.29,151000
1,Huila,HUILA,"Descafeinado, tostión y molienda del café",1132925.8499999999,172336.9
1,Huila,HUILA,Elaboración de panela,29000,20000
1,Huila,HUILA,Elaboración de productos de panadería,54712.8,4924
1,Huila,HUILA,Fabricación de artículos de plástico n.c.p.,56.5,0.8700000000000001
1,Huila,HUILA,"Fabricación de otras bombas, compresores, grifos y válvulas",150000,2250
1,Huila,HUILA,Fabricación de otros productos elaborados de metal n.c.p.,168,3.48
1,Huila,HUILA,Otros trabajos de edición,479.6,43
1,Huila,HUILA,Pesca de agua dulce,986236.13,193287.38
1,Huila,HUILA,Pesca marítima,314.59,90.92
1,Huila,HUILA,"Procesamiento y conservación de pescados, crustáceos y moluscos",3489734.87,530038.5900000001
1,Huila,HUILA,Trilla de café,107180368.38,16050301
1,Magdalena,MAGDALENA,"Aserrado, acepillado e impregnación de la madera",31416.52,24450
1,Magdalena,MAGDALENA,Cultivo de especias y de plantas aromáticas y medicinales,69058,250
1,Magdalena,MAGDALENA,Cultivo de frutas tropicales y subtropicales,38420,24480
1,Magdalena,MAGDALENA,"Cultivo de hortalizas, raíces y tubérculos",16800,22000
1,Magdalena,MAGDALENA,Cultivo de plantas con las que se preparan bebidas,111060,9000
1,Magdalena,MAGDALENA,Cultivo de plátano y banano,35727800.57,67671887.5
1,Magdalena,MAGDALENA,"Descafeinado, tostión y molienda del café",41394.21,4922.12
1,Magdalena,MAGDALENA,"Elaboración de bebidas no alcohólicas, producción de aguas minerales y de otras aguas embotelladas",15227.1,11671
1,Magdalena,MAGDALENA,Elaboración de productos de molinería,53040,102000
1,Magdalena,MAGDALENA,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,26500,5530
1,Magdalena,MAGDALENA,"Fabricación de cuerdas, cordeles, cables, bramantes y redes",364,17.64
1,Magdalena,MAGDALENA,Fabricación de formas básicas de caucho y otros productos de caucho n.c.p.,20116.8,50292
1,Magdalena,MAGDALENA,Fabricación de formas básicas de plástico,1800,208.8
1,Magdalena,MAGDALENA,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",255332.9,580825
1,Magdalena,MAGDALENA,Fabricación de locomotoras y de material rodante para ferrocarriles,24330.29,1532.7
1,Magdalena,MAGDALENA,Fabricación de muebles,7450.43,140
1,Magdalena,MAGDALENA,Fabricación de otros productos químicos n.c.p.,272817.8,62270
1,Magdalena,MAGDALENA,Fabricación de plásticos en formas primarias,9310,1000
1,Magdalena,MAGDALENA,Fabricación de sustancias y productos químicos básicos,134720,34200
1,Magdalena,MAGDALENA,"Procesamiento y conservación de pescados, crustáceos y moluscos",497351.38,24817.129999999997
1,Magdalena,MAGDALENA,Recolección de productos forestales diferentes a la madera,41750.39,22
1,Magdalena,MAGDALENA,Trilla de café,5930601.16,869125
1,Meta,META,Acuicultura de agua dulce,73092.29,8350
1,Meta,META,Construcción de embarcaciones de recreo y deporte,16817,435
1,Meta,META,Cultivo de flor de corte,13301.76,2000
1,Meta,META,Cultivo de frutas tropicales y subtropicales,120314.7,89851
1,Meta,META,Cultivo de plantas con las que se preparan bebidas,57002.66,7500
1,Meta,META,"Elaboración de bebidas no alcohólicas, producción de aguas minerales y de otras aguas embotelladas",546.7,14.12
1,Meta,META,Extracción de petróleo crudo,35709422,72161271
1,Meta,META,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",67659.9,233315
1,Meta,META,"Fabricación de otros productos de madera; fabricación de artículos de corcho, cestería y espartería",75535.12000000001,353.47
1,Meta,META,Fabricación de otros productos minerales no metálicos n.c.p.,4411.34,21000
1,Meta,META,Recolección de productos forestales diferentes a la madera,1060042.68,544320
1,Nariño,NARINO,Acuicultura de agua dulce,1188.07,100
1,Nariño,NARINO,"Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas",18606.47,27000
1,Nariño,NARINO,Elaboración de almidones y productos derivados del almidón,650.3,100
1,Nariño,NARINO,"Extracción de piedra, arena, arcillas comunes, yeso y anhidrita",1027.93,1000
1,Nariño,NARINO,Fabricación de aparatos de distribución y control de la energía eléctrica,35640,3000
1,Nariño,NARINO,Fabricación de artículos de plástico n.c.p.,1215,2280
1,Nariño,NARINO,Fabricación de caucho sintético en formas primarias,16393.79,5675
1,Nariño,NARINO,Fabricación de componentes y tableros electrónicos,20090.48,7002
1,Nariño,NARINO,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción,49116.58,430.1
1,Nariño,NARINO,"Fabricación de motores, generadores y transformadores eléctricos",83449,1765
1,Nariño,NARINO,Fabricación de otros productos químicos n.c.p.,20085.649999999998,6615
1,Nariño,NARINO,Fabricación de otros tipos de maquinaria y equipo de uso especial n.c.p.,7500,347
1,Nariño,NARINO,"Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",2240,160
1,Nariño,NARINO,Fabricación de plásticos en formas primarias,89732.94,21281
1,Nariño,NARINO,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",294.61,25
1,Nariño,NARINO,Fabricación de productos metálicos para uso estructural,6487.07,169
1,Nariño,NARINO,Fabricación de productos refractarios,21576.670000000002,8616.14
1,Nariño,NARINO,Fabricación de sustancias y productos químicos básicos,7990.610000000001,3405
1,Nariño,NARINO,Fabricación de vidrio y productos de vidrio,2890.4,1100
1,Nariño,NARINO,Otras industrias manufactureras n.c.p.,10339.5,12020
1,Nariño,NARINO,Otros cultivos permanentes n.c.p.,65686.76,447
1,Nariño,NARINO,Trilla de café,5674904.24,751374
1,Norte de Santander,NORTE DE SANTANDER,"Confección de artículos con materiales textiles, excepto prendas de vestir",9904.93,3165.81
1,Norte de Santander,NORTE DE SANTANDER,"Confección de prendas de vestir, excepto prendas de piel",67818.94,1771.6100000000001
1,Norte de Santander,NORTE DE SANTANDER,"Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas",158100,102000
1,Norte de Santander,NORTE DE SANTANDER,Cultivo de frutas tropicales y subtropicales,98.48,10.8
1,Norte de Santander,NORTE DE SANTANDER,Cultivo de tabaco,37463.21,46439
1,Norte de Santander,NORTE DE SANTANDER,Elaboración de alimentos preparados para animales,133007.5,128350
1,Norte de Santander,NORTE DE SANTANDER,Elaboración de almidones y productos derivados del almidón,91989.5,55750
1,Norte de Santander,NORTE DE SANTANDER,"Elaboración de bebidas no alcohólicas, producción de aguas minerales y de otras aguas embotelladas",70005.2,86031
1,Norte de Santander,NORTE DE SANTANDER,"Elaboración de cacao, chocolate y productos de confitería",164192.27,21154.36
1,Norte de Santander,NORTE DE SANTANDER,Elaboración de otros productos alimenticios n.c.p.,379885.81,122492.59000000001
1,Norte de Santander,NORTE DE SANTANDER,Elaboración de productos de molinería,712419.05,672201.5
1,Norte de Santander,NORTE DE SANTANDER,Elaboración de productos de panadería,243418.19,55650.2
1,Norte de Santander,NORTE DE SANTANDER,Elaboración de productos lácteos,16822.16,7572.4
1,Norte de Santander,NORTE DE SANTANDER,Extracción de hulla (carbón de piedra),25106820.83,225534920
1,Norte de Santander,NORTE DE SANTANDER,Extracción de otros minerales no metálicos n.c.p.,19710.79,114537
1,Norte de Santander,NORTE DE SANTANDER,Fabricación de abonos y compuestos inorgánicos nitrogenados,69144,100200
