Mes,Departamento,Departamento_join,CIIU,fob_total,kg_total
1,Antioquia,ANTIOQUIA,Actividades de impresión,15437.84,1427.21
1,Antioquia,ANTIOQUIA,Artes plásticas y visuales,10850,1087
1,Antioquia,ANTIOQUIA,"Aserrado, acepillado e impregnación de la madera",25711.06,29425
1,Antioquia,ANTIOQUIA,"Confección de artículos con materiales textiles, excepto prendas de vestir",719904.01,73624.68
1,Antioquia,ANTIOQUIA,"Confección de prendas de vestir, excepto prendas de piel",12323278.26,238585.91
1,Antioquia,ANTIOQUIA,Cría de caballos y otros equinos,26600,2700
1,Antioquia,ANTIOQUIA,Cría de ganado bovino y bufalino,2677.05,6
1,Antioquia,ANTIOQUIA,Cría de otros animales n.c.p.,26463.46,263.6
1,Antioquia,ANTIOQUIA,"Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas",136408.12,54412.63
1,Antioquia,ANTIOQUIA,Cultivo de especias y de plantas aromáticas y medicinales,848296.0200000001,159875.16999999998
1,Antioquia,ANTIOQUIA,Cultivo de flor de corte,27282168.14,5656685.63
1,Antioquia,ANTIOQUIA,Cultivo de frutas tropicales y subtropicales,11827475.51,5847087.89
1,Antioquia,ANTIOQUIA,"Cultivo de hortalizas, raíces y tubérculos",536240.3099999999,409125.36
1,Antioquia,ANTIOQUIA,Cultivo de plantas con las que se preparan bebidas,906,540
1,Antioquia,ANTIOQUIA,Cultivo de plátano y banano,66143202.65,120040875.7
1,Antioquia,ANTIOQUIA,Curtido y recurtido de cueros; recurtido y teñido de pieles,237833.93,138321.35
1,Antioquia,ANTIOQUIA,"Descafeinado, tostión y molienda del café",5316314.589999999,601898.89
1,Antioquia,ANTIOQUIA,"Destilación, rectificación y mezcla de bebidas alcohólicas",436432.24,133719.49
1,Antioquia,ANTIOQUIA,Edición de libros,18749.73,2448.47
1,Antioquia,ANTIOQUIA,Elaboración de alimentos preparados para animales,968099.49,615838
1,Antioquia,ANTIOQUIA,Elaboración de almidones y productos derivados del almidón,39959.72,27642.95
1,Antioquia,ANTIOQUIA,"Elaboración de bebidas no alcohólicas, producción de aguas minerales y de otras aguas embotelladas",1447143.87,2008800.64
1,Antioquia,ANTIOQUIA,"Elaboración de cacao, chocolate y productos de confitería",6142465.94,922882.17
1,Antioquia,ANTIOQUIA,Elaboración de otros productos alimenticios n.c.p.,2056358.93,492267.9
1,Antioquia,ANTIOQUIA,Elaboración de panela,143783.42,86272.36
1,Antioquia,ANTIOQUIA,Elaboración de productos de molinería,964114.45,1156128.03
1,Antioquia,ANTIOQUIA,Elaboración de productos de panadería,4001951.65,1412985.3699999999
1,Antioquia,ANTIOQUIA,Elaboración de productos lácteos,3067965.56,973456.44
1,Antioquia,ANTIOQUIA,Extracción de hulla (carbón de piedra),5372400,48400000
1,Antioquia,ANTIOQUIA,Extracción de madera,30060.25,171000
1,Antioquia,ANTIOQUIA,Extracción de minerales para la fabricación de abonos y productos químicos,632.99,220
1,Antioquia,ANTIOQUIA,Extracción de oro y otros metales preciosos,25089449.7,2755472.07
1,Antioquia,ANTIOQUIA,"Extracción de piedra, arena, arcillas comunes, yeso y anhidrita",231790.49,1286025
1,Antioquia,ANTIOQUIA,Fabricación de abonos y compuestos inorgánicos nitrogenados,99553.27,353495.6
1,Antioquia,ANTIOQUIA,"Fabricación de aeronaves, naves espaciales y de maquinaria conexa",30774.77,36.57
1,Antioquia,ANTIOQUIA,Fabricación de aparatos de distribución y control de la energía eléctrica,990708.8,31816.07
1,Antioquia,ANTIOQUIA,Fabricación de aparatos de uso doméstico,1398638.14,268205.8
1,Antioquia,ANTIOQUIA,Fabricación de aparatos electrónicos de consumo,10016,3601.54
1,Antioquia,ANTIOQUIA,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",975928.99,169226.43
1,Antioquia,ANTIOQUIA,"Fabricación de artículos de hormigón, cemento y yeso",24858.69,9091.2
1,Antioquia,ANTIOQUIA,Fabricación de artículos de plástico n.c.p.,2345199.45,386663.22
1,Antioquia,ANTIOQUIA,Fabricación de artículos de punto y ganchillo,1305279.28,24991.13
1,Antioquia,ANTIOQUIA,"Fabricación de artículos de viaje, bolsos de mano y artículos similares elaborados en cuero, y fabricación de artículos de talabartería y guarnicionería",315593.99,6888.07
1,Antioquia,ANTIOQUIA,"Fabricación de artículos de viaje, bolsos de mano y artículos similares; artículos de talabartería y guarnicionería elaborados en otros materiales",209806.63,3987.6
1,Antioquia,ANTIOQUIA,Fabricación de artículos y equipo para la práctica del deporte,7985.6500000000005,837.44
1,Antioquia,ANTIOQUIA,Fabricación de bicicletas y de sillas de ruedas para personas con discapacidad,734.5,57.89
1,Antioquia,ANTIOQUIA,"Fabricación de calzado de cuero y piel, con cualquier tipo de suela",279477.66,7791.72
1,Antioquia,ANTIOQUIA,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,161467.53,26518.41
1,Antioquia,ANTIOQUIA,"Fabricación de cemento, cal y yeso",14507,69000
1,Antioquia,ANTIOQUIA,"Fabricación de cojinetes, engranajes, trenes de engranajes y piezas de transmisión",242840.84,14819.11
1,Antioquia,ANTIOQUIA,Fabricación de colchones y somieres,128677.87,25036.7
1,Antioquia,ANTIOQUIA,Fabricación de componentes y tableros electrónicos,29290.22,377.33000000000004
1,Antioquia,ANTIOQUIA,Fabricación de computadoras y de equipo periférico,22250.23,95.22
1,Antioquia,ANTIOQUIA,"Fabricación de cuerdas, cordeles, cables, bramantes y redes",257288.25999999998,70921.06
1,Antioquia,ANTIOQUIA,Fabricación de dispositivos de cableado,90605.87,13879.71
1,Antioquia,ANTIOQUIA,Fabricación de equipo de elevación y manipulación,1261932.27,107951.49
1,Antioquia,ANTIOQUIA,"Fabricación de equipo de medición, prueba, navegación y control",76168.14,584.7
1,Antioquia,ANTIOQUIA,Fabricación de equipos de comunicación,76632.34,962.0699999999999
1,Antioquia,ANTIOQUIA,Fabricación de equipos de potencia hidráulica y neumática,6525.85,118.06
1,Antioquia,ANTIOQUIA,Fabricación de equipos eléctricos de iluminación,67433.22,2121.07
1,Antioquia,ANTIOQUIA,Fabricación de fibras sintéticas y artificiales,1492289.84,621525.33
1,Antioquia,ANTIOQUIA,Fabricación de formas básicas de caucho y otros productos de caucho n.c.p.,701294.92,86711.59999999999
1,Antioquia,ANTIOQUIA,Fabricación de formas básicas de plástico,2473172.54,502669.77999999997
1,Antioquia,ANTIOQUIA,Fabricación de herramientas manuales con motor,35896.8,461.82
1,Antioquia,ANTIOQUIA,"Fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados, tableros laminados, tableros de partículas y otros tableros y paneles",35530.27,43654.51
1,Antioquia,ANTIOQUIA,"Fabricación de hornos, hogares y quemadores industriales",107054.15,4400.3
1,Antioquia,ANTIOQUIA,Fabricación de instrumentos ópticos y equipo fotográfico,253.1,6.33
1,Antioquia,ANTIOQUIA,"Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)",614573.11,26421.579999999998
1,Antioquia,ANTIOQUIA,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",8625700.95,4214430.32
1,Antioquia,ANTIOQUIA,"Fabricación de joyas, bisutería y artículos conexos",400891.15,208.67999999999998
1,Antioquia,ANTIOQUIA,"Fabricación de juegos, juguetes y rompecabezas",695.46,34.04
1,Antioquia,ANTIOQUIA,Fabricación de llantas y neumáticos de caucho,6172.08,1883.16
1,Antioquia,ANTIOQUIA,Fabricación de locomotoras y de material rodante para ferrocarriles,36852.85,2165.46
1,Antioquia,ANTIOQUIA,Fabricación de maquinaria agropecuaria y forestal,91879.2,22812.039999999997
1,Antioquia,ANTIOQUIA,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción,35535.16,728
1,Antioquia,ANTIOQUIA,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",695034.66,13469.6
1,Antioquia,ANTIOQUIA,"Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros",597142.9600000001,93519.73
1,Antioquia,ANTIOQUIA,Fabricación de materiales de arcilla para la construcción,80455.73,125687.73999999999
1,Antioquia,ANTIOQUIA,Fabricación de motocicletas,1118844.75,93021.98
1,Antioquia,ANTIOQUIA,"Fabricación de motores, generadores y transformadores eléctricos",5179905.36,734761.38
1,Antioquia,ANTIOQUIA,"Fabricación de motores, turbinas, y partes para motores de combustión interna",23577.760000000002,451.03
1,Antioquia,ANTIOQUIA,Fabricación de muebles,1908430.88,319193.9
1,Antioquia,ANTIOQUIA,"Fabricación de otras bombas, compresores, grifos y válvulas",224036.88,9094.78
1,Antioquia,ANTIOQUIA,Fabricación de otros artículos de papel y cartón,9425437.88,3264402.06
1,Antioquia,ANTIOQUIA,Fabricación de otros artículos textiles n.c.p.,759595.67,164380.2
1,Antioquia,ANTIOQUIA,Fabricación de otros productos de cerámica y porcelana,1882180.42,556979.85
1,Antioquia,ANTIOQUIA,"Fabricación de otros productos de madera; fabricación de artículos de corcho, cestería y espartería",73505.78,7333.63
1,Antioquia,ANTIOQUIA,Fabricación de otros productos elaborados de metal n.c.p.,4642952.79,1084371.52
1,Antioquia,ANTIOQUIA,Fabricación de otros productos minerales no metálicos n.c.p.,1227281.46,564474.64
1,Antioquia,ANTIOQUIA,Fabricación de otros productos químicos n.c.p.,8291359.69,7025796.74
1,Antioquia,ANTIOQUIA,"Fabricación de otros tipos de calzado, excepto calzado de cuero y piel",249551.16,13283.85
1,Antioquia,ANTIOQUIA,Fabricación de otros tipos de equipo eléctrico n.c.p.,145924.22999999998,9853.47
1,Antioquia,ANTIOQUIA,Fabricación de otros tipos de maquinaria y equipo de uso especial n.c.p.,77629.68000000001,7524.41
1,Antioquia,ANTIOQUIA,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.,567975.5,42171.86
1,Antioquia,ANTIOQUIA,"Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón.",198467.78,185709.41
1,Antioquia,ANTIOQUIA,Fabricación de partes del calzado,23550.96,1595.69
1,Antioquia,ANTIOQUIA,"Fabricación de partes y piezas de madera, de carpintería y ebanistería para la construcción",83240.81,34713.810000000005
1,Antioquia,ANTIOQUIA,"Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",513483.71,90232.12
1,Antioquia,ANTIOQUIA,"Fabricación de pilas, baterías y acumuladores eléctricos",317504.72,10370.35
1,Antioquia,ANTIOQUIA,"Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas",2191787.97,700359.22
1,Antioquia,ANTIOQUIA,Fabricación de plaguicidas y otros productos químicos de uso agropecuario,123469.54,35585.04
1,Antioquia,ANTIOQUIA,Fabricación de plásticos en formas primarias,8015682.22,4453583.06
1,Antioquia,ANTIOQUIA,Fabricación de productos de la refinación del petróleo,387334.30000000005,162273.77
1,Antioquia,ANTIOQUIA,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",1250067.61,92137.53
1,Antioquia,ANTIOQUIA,Fabricación de productos metálicos para uso estructural,429694.22,187106.74
1,Antioquia,ANTIOQUIA,Fabricación de productos refractarios,112277.01,211269.04
1,Antioquia,ANTIOQUIA,Fabricación de pulpas (pastas) celulósicas; papel y cartón,752526.81,451733.75
1,Antioquia,ANTIOQUIA,Fabricación de recipientes de madera,2689,6386.5
1,Antioquia,ANTIOQUIA,Fabricación de sustancias y productos químicos básicos,4306782.96,1558519.19
1,Antioquia,ANTIOQUIA,"Fabricación de tanques, depósitos y recipientes de metal, excepto los utilizados para el envase o transporte de mercancías",4550,6917
1,Antioquia,ANTIOQUIA,Fabricación de tapetes y alfombras para pisos,21.89,61.01
1,Antioquia,ANTIOQUIA,Fabricación de tejidos de punto y ganchillo,9930.939999999999,585.76
1,Antioquia,ANTIOQUIA,Fabricación de vehículos automotores y sus motores,27197,2777
1,Antioquia,ANTIOQUIA,Fabricación de vidrio y productos de vidrio,212370.87,14224.15
1,Antioquia,ANTIOQUIA,Fundición de hierro y de acero,101159.02,8151.8
1,Antioquia,ANTIOQUIA,Fundición de metales no ferrosos,3182197.42,901080
1,Antioquia,ANTIOQUIA,Generación de energía eléctrica,66832030,0
1,Antioquia,ANTIOQUIA,Industrias básicas de hierro y de acero,189667.40999999997,172575.4
1,Antioquia,ANTIOQUIA,Industrias básicas de metales preciosos,225166288.03,3979.46
1,Antioquia,ANTIOQUIA,Industrias básicas de otros metales no ferrosos,71287.76,5258.02
1,Antioquia,ANTIOQUIA,Otras industrias manufactureras n.c.p.,1058173.29,139063.73
1,Antioquia,ANTIOQUIA,Otros cultivos transitorios n.c.p.,133242.57,30137.079999999998
1,Antioquia,ANTIOQUIA,Otros derivados del café,7069136.16,366222.36
1,Antioquia,ANTIOQUIA,Otros trabajos de edición,49804.42,5328.37
1,Antioquia,ANTIOQUIA,Pesca marítima,58645.44,7234.05
1,Antioquia,ANTIOQUIA,Preparación e hilatura de fibras textiles,45641.96,21793.69
1,Antioquia,ANTIOQUIA,Procesamiento y conservación de carne y productos cárnicos,1837989.58,218977.02
1,Antioquia,ANTIOQUIA,"Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos",4097502.61,1186820.4500000002
1,Antioquia,ANTIOQUIA,"Procesamiento y conservación de pescados, crustáceos y moluscos",319438.93,55959.71
1,Antioquia,ANTIOQUIA,"Producción de malta, elaboración de cervezas y otras bebidas malteadas",33301.68,11719.2
1,Antioquia,ANTIOQUIA,"Propagación de plantas (actividades de los viveros, excepto viveros forestales)",30945.75,3750.25
1,Antioquia,ANTIOQUIA,Recolección de productos forestales diferentes a la madera,841819.2299999999,94671.99
1,Antioquia,ANTIOQUIA,Recuperación de materiales,330932.48,401680
1,Antioquia,ANTIOQUIA,Tejeduría de productos textiles,1242596.72,164033.52
1,Antioquia,ANTIOQUIA,Trilla de café,106863348.77,16334109.6
1,Arauca,ARAUCA,Fabricación de artículos de plástico n.c.p.,58922,20878.5
1,Arauca,ARAUCA,"Fabricación de hornos, hogares y quemadores industriales",1000,56
1,Atlántico,ATLANTICO,"Aserrado, acepillado e impregnación de la madera",5151,10400
1,Atlántico,ATLANTICO,"Confección de artículos con materiales textiles, excepto prendas de vestir",7053344.39,1018535.39
1,Atlántico,ATLANTICO,"Confección de prendas de vestir, excepto prendas de piel",64689.21,853.34
1,Atlántico,ATLANTICO,"Corte, tallado y acabado de la piedra",273.68,4000
1,Atlántico,ATLANTICO,Cultivo de flor de corte,28393.55,4537
1,Atlántico,ATLANTICO,Cultivo de frutas tropicales y subtropicales,291225.41,265426
1,Atlántico,ATLANTICO,"Cultivo de hortalizas, raíces y tubérculos",116617.4,81800
1,Atlántico,ATLANTICO,Cultivo de plátano y banano,31798.5,30902
1,Atlántico,ATLANTICO,Curtido y recurtido de cueros; recurtido y teñido de pieles,225137.7,179627.1
1,Atlántico,ATLANTICO,"Descafeinado, tostión y molienda del café",7089.6,1034
1,Atlántico,ATLANTICO,Elaboración de alimentos preparados para animales,97963,130720
1,Atlántico,ATLANTICO,"Elaboración de bebidas no alcohólicas, producción de aguas minerales y de otras aguas embotelladas",370268.2,379808.43
1,Atlántico,ATLANTICO,"Elaboración de cacao, chocolate y productos de confitería",1645527.52,121737.65
1,Atlántico,ATLANTICO,"Elaboración de macarrones, fideos, alcuzcuz y productos farináceos similares",2820,3859.6
1,Atlántico,ATLANTICO,Elaboración de otros productos alimenticios n.c.p.,171270.21000000002,38743.31
1,Atlántico,ATLANTICO,Elaboración de productos de molinería,340616.3,535420
1,Atlántico,ATLANTICO,Elaboración de productos de panadería,117154,20132.4
1,Atlántico,ATLANTICO,Elaboración de productos lácteos,900,300
1,Atlántico,ATLANTICO,Elaboración y refinación de azúcar,602640,744000
1,Atlántico,ATLANTICO,"Extracción de arcillas de uso industrial, caliza, caolín y bentonitas",13872.89,10800
1,Atlántico,ATLANTICO,Extracción de madera,260183.6,488300.36
1,Atlántico,ATLANTICO,"Extracción de piedra, arena, arcillas comunes, yeso y anhidrita",13622.48,79000
1,Atlántico,ATLANTICO,Fabricación de abonos y compuestos inorgánicos nitrogenados,51500,100000
1,Atlántico,ATLANTICO,Fabricación de aparatos de distribución y control de la energía eléctrica,550.12,0.4
1,Atlántico,ATLANTICO,Fabricación de aparatos de uso doméstico,103705.27,8970
1,Atlántico,ATLANTICO,Fabricación de aparatos electrónicos de consumo,68.98,60
1,Atlántico,ATLANTICO,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",7478.01,196.57
1,Atlántico,ATLANTICO,"Fabricación de artículos de hormigón, cemento y yeso",466312.18,975577.7000000001
1,Atlántico,ATLANTICO,Fabricación de artículos de piel,6435.6,244.3
1,Atlántico,ATLANTICO,Fabricación de artículos de plástico n.c.p.,5209636.100000001,585386.3500000001
1,Atlántico,ATLANTICO,Fabricación de artículos de punto y ganchillo,4.5,2
1,Atlántico,ATLANTICO,"Fabricación de artículos de viaje, bolsos de mano y artículos similares elaborados en cuero, y fabricación de artículos de talabartería y guarnicionería",269476.3,32808
1,Atlántico,ATLANTICO,"Fabricación de artículos de viaje, bolsos de mano y artículos similares; artículos de talabartería y guarnicionería elaborados en otros materiales",2134.97,25.85
1,Atlántico,ATLANTICO,Fabricación de artículos y equipo para la práctica del deporte,5814,561.3399999999999
1,Atlántico,ATLANTICO,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,58800,20174.5
1,Atlántico,ATLANTICO,"Fabricación de cemento, cal y yeso",183948.08000000002,966850
1,Atlántico,ATLANTICO,"Fabricación de cojinetes, engranajes, trenes de engranajes y piezas de transmisión",5813.889999999999,131.02
1,Atlántico,ATLANTICO,Fabricación de colchones y somieres,93722.41,28800.260000000002
1,Atlántico,ATLANTICO,Fabricación de componentes y tableros electrónicos,289207.18,20095
1,Atlántico,ATLANTICO,Fabricación de computadoras y de equipo periférico,90.4,50
1,Atlántico,ATLANTICO,Fabricación de dispositivos de cableado,341402.63,74704.8
1,Atlántico,ATLANTICO,"Fabricación de equipo de medición, prueba, navegación y control",88155.08,823.24
1,Atlántico,ATLANTICO,Fabricación de equipos de potencia hidráulica y neumática,8193.82,140.71
1,Atlántico,ATLANTICO,Fabricación de formas básicas de caucho y otros productos de caucho n.c.p.,2184.44,124.59
1,Atlántico,ATLANTICO,Fabricación de formas básicas de plástico,658314.12,112919.62
1,Atlántico,ATLANTICO,Fabricación de herramientas manuales con motor,70741.98,926.81
1,Atlántico,ATLANTICO,"Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)",206933.99000000002,10869.75
1,Atlántico,ATLANTICO,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",944302.2800000001,1736631.33
1,Atlántico,ATLANTICO,"Fabricación de juegos, juguetes y rompecabezas",990568.85,44484.15
1,Atlántico,ATLANTICO,Fabricación de locomotoras y de material rodante para ferrocarriles,9506.4,1728
1,Atlántico,ATLANTICO,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción,169533.66,3189.22
1,Atlántico,ATLANTICO,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",20058.36,1749
1,Atlántico,ATLANTICO,Fabricación de maquinaria y equipo de oficina (excepto computadoras y equipo periférico),16,50
1,Atlántico,ATLANTICO,"Fabricación de motores, generadores y transformadores eléctricos",60001.9,1413
1,Atlántico,ATLANTICO,"Fabricación de motores, turbinas, y partes para motores de combustión interna",958391.6,3266
1,Atlántico,ATLANTICO,Fabricación de muebles,822051.63,206309.16
1,Atlántico,ATLANTICO,Fabricación de máquinas formadoras de metal y de máquinas herramienta,2322.15,629
1,Atlántico,ATLANTICO,"Fabricación de otras bombas, compresores, grifos y válvulas",76086.7,4792.97
1,Atlántico,ATLANTICO,Fabricación de otros artículos de papel y cartón,511776.52,218843.41999999998
1,Atlántico,ATLANTICO,Fabricación de otros artículos textiles n.c.p.,199220.63,60241.96
1,Atlántico,ATLANTICO,"Fabricación de otros productos de madera; fabricación de artículos de corcho, cestería y espartería",33033.94,94580
1,Atlántico,ATLANTICO,Fabricación de otros productos elaborados de metal n.c.p.,516292.48000000004,227706.93000000002
1,Atlántico,ATLANTICO,Fabricación de otros productos minerales no metálicos n.c.p.,30390.120000000003,11680.5
1,Atlántico,ATLANTICO,Fabricación de otros productos químicos n.c.p.,1580551.47,525791.67
1,Atlántico,ATLANTICO,Fabricación de otros tipos de maquinaria y equipo de uso especial n.c.p.,50769.02,1116.4
1,Atlántico,ATLANTICO,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.,156960.88,10678.22
1,Atlántico,ATLANTICO,"Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón.",1791092.26,1064923.94
1,Atlántico,ATLANTICO,"Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",3111.6800000000003,119.51
1,Atlántico,ATLANTICO,"Fabricación de pilas, baterías y acumuladores eléctricos",4962401.18,1851381.93
1,Atlántico,ATLANTICO,"Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas",329779.14,156054
1,Atlántico,ATLANTICO,Fabricación de plaguicidas y otros productos químicos de uso agropecuario,14953132.540000001,3154838.59
1,Atlántico,ATLANTICO,Fabricación de plásticos en formas primarias,366811.45,242230
1,Atlántico,ATLANTICO,Fabricación de productos de la refinación del petróleo,222891.6,247247.53999999998
1,Atlántico,ATLANTICO,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",2288315.37,44902.78
1,Atlántico,ATLANTICO,Fabricación de productos metálicos para uso estructural,49837211.88999991,4838249.91
1,Atlántico,ATLANTICO,Fabricación de productos refractarios,16346.32,82500
1,Atlántico,ATLANTICO,Fabricación de pulpas (pastas) celulósicas; papel y cartón,175808.82,206350.5
1,Atlántico,ATLANTICO,Fabricación de sustancias y productos químicos básicos,5430863.84,5070604
1,Atlántico,ATLANTICO,"Fabricación de tanques, depósitos y recipientes de metal, excepto los utilizados para el envase o transporte de mercancías",16303.94,2000
1,Atlántico,ATLANTICO,Fabricación de vidrio y productos de vidrio,2746133.14,608156.27
1,Atlántico,ATLANTICO,Fundición de metales no ferrosos,27322210.35,6265188.99
1,Atlántico,ATLANTICO,Industrias básicas de hierro y de acero,3610085.5,3525407.54
1,Atlántico,ATLANTICO,Industrias básicas de metales preciosos,209331.24,17698
1,Atlántico,ATLANTICO,Industrias básicas de otros metales no ferrosos,3157460.73,470014.81
1,Atlántico,ATLANTICO,Otras industrias manufactureras n.c.p.,1812472.49,65018.83
1,Atlántico,ATLANTICO,Otros cultivos transitorios n.c.p.,21628.8,67590
1,Atlántico,ATLANTICO,Otros derivados del café,1320,1000
1,Atlántico,ATLANTICO,Otros trabajos de edición,495.83,517.63
1,Atlántico,ATLANTICO,Procesamiento y conservación de carne y productos cárnicos,2056450.9200000002,1223737
1,Atlántico,ATLANTICO,"Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos",315478.02,198988.8
1,Atlántico,ATLANTICO,"Procesamiento y conservación de pescados, crustáceos y moluscos",3161233.99,375285
1,Atlántico,ATLANTICO,"Producción de malta, elaboración de cervezas y otras bebidas malteadas",115821,158592.1
1,Atlántico,ATLANTICO,Recolección de productos forestales diferentes a la madera,1800,8100
1,Atlántico,ATLANTICO,Recuperación de materiales,1138780.8499999999,851296
1,Atlántico,ATLANTICO,Trilla de café,839799.8,121427
1,Bogotá,BOGOTA D.C.,Actividades de grabación de sonido y edición de música,21775.55,3546.21
1,Bogotá,BOGOTA D.C.,Actividades de impresión,162663.18,12264.44
1,Bogotá,BOGOTA D.C.,Actividades de servicios relacionados con la impresión,2611.14,152.1
1,Bogotá,BOGOTA D.C.,Actividades postales nacionales,83.59,2.2
1,Bogotá,BOGOTA D.C.,Acuicultura de agua dulce,394018.8,23795.4
1,Bogotá,BOGOTA D.C.,Artes plásticas y visuales,336805.92,485
1,Bogotá,BOGOTA D.C.,"Confección de artículos con materiales textiles, excepto prendas de vestir",456193.3,6395.65
1,Bogotá,BOGOTA D.C.,"Confección de prendas de vestir, excepto prendas de piel",4127570.77,97578.28
1,Bogotá,BOGOTA D.C.,Construcción de barcos y de estructuras flotantes,5731.160000000001,40
1,Bogotá,BOGOTA D.C.,"Corte, tallado y acabado de la piedra",5463,454.28
1,Bogotá,BOGOTA D.C.,Cría de caballos y otros equinos,8548,2150
1,Bogotá,BOGOTA D.C.,Cría de ganado bovino y bufalino,64915.86,11007.5
1,Bogotá,BOGOTA D.C.,Cría de otros animales n.c.p.,224882.08,2861.57
1,Bogotá,BOGOTA D.C.,Cultivo de café,94835.25,8325
1,Bogotá,BOGOTA D.C.,"Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas",275756.44,68974.1
1,Bogotá,BOGOTA D.C.,Cultivo de especias y de plantas aromáticas y medicinales,1518969.6500000001,286269.04000000004
1,Bogotá,BOGOTA D.C.,Cultivo de flor de corte,88523843.6400002,8279212.25
1,Bogotá,BOGOTA D.C.,Cultivo de frutas tropicales y subtropicales,2620835.85,624279.54
1,Bogotá,BOGOTA D.C.,"Cultivo de hortalizas, raíces y tubérculos",218339.73,47996.49
1,Bogotá,BOGOTA D.C.,Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos,5400,13.5
1,Bogotá,BOGOTA D.C.,Cultivo de plantas con las que se preparan bebidas,1908825.85,177465
1,Bogotá,BOGOTA D.C.,Cultivo de plátano y banano,124402.77999999998,33628.1
1,Bogotá,BOGOTA D.C.,Curtido y recurtido de cueros; recurtido y teñido de pieles,322795.01,29165.64
1,Bogotá,BOGOTA D.C.,"Descafeinado, tostión y molienda del café",634946.41,81070.43
1,Bogotá,BOGOTA D.C.,"Destilación, rectificación y mezcla de bebidas alcohólicas",32724.86,25329.6
1,Bogotá,BOGOTA D.C.,Edición de libros,2656948.11,550987.37
1,Bogotá,BOGOTA D.C.,"Edición de periódicos, revistas y otras publicaciones periódicas",325700.66000000003,115439.32
1,Bogotá,BOGOTA D.C.,Elaboración de alimentos preparados para animales,1725389.41,750191.03
1,Bogotá,BOGOTA D.C.,Elaboración de almidones y productos derivados del almidón,136035.69,148462.08
1,Bogotá,BOGOTA D.C.,"Elaboración de bebidas no alcohólicas, producción de aguas minerales y de otras aguas embotelladas",611871.88,952351.9400000001
1,Bogotá,BOGOTA D.C.,"Elaboración de cacao, chocolate y productos de confitería",9050711.55,869893.06
1,Bogotá,BOGOTA D.C.,"Elaboración de macarrones, fideos, alcuzcuz y productos farináceos similares",750,340
1,Bogotá,BOGOTA D.C.,Elaboración de otros productos alimenticios n.c.p.,4442803.24,437439.17
1,Bogotá,BOGOTA D.C.,Elaboración de panela,195856.86,126900
1,Bogotá,BOGOTA D.C.,Elaboración de productos de molinería,2519434.61,2575425.84
1,Bogotá,BOGOTA D.C.,Elaboración de productos de panadería,839503.3899999999,182176.47
1,Bogotá,BOGOTA D.C.,Elaboración de productos lácteos,483279.34,84412.25
1,Bogotá,BOGOTA D.C.,Elaboración y refinación de azúcar,285053,345650
1,Bogotá,BOGOTA D.C.,"Extracción de arcillas de uso industrial, caliza, caolín y bentonitas",78640,156000
1,Bogotá,BOGOTA D.C.,Extracción de halita (sal),74220.02,100000
1,Bogotá,BOGOTA D.C.,Extracción de hulla (carbón de piedra),5780.12,25260
1,Bogotá,BOGOTA D.C.,Extracción de madera,4200,650
1,Bogotá,BOGOTA D.C.,Extracción de otros minerales metalíferos no ferrosos n.c.p.,82613.13,31390.5
1,Bogotá,BOGOTA D.C.,Extracción de otros minerales no metálicos n.c.p.,185402.8,23475
1,Bogotá,BOGOTA D.C.,"Extracción de piedra, arena, arcillas comunes, yeso y anhidrita",5200,26000
1,Bogotá,BOGOTA D.C.,Fabricación de abonos y compuestos inorgánicos nitrogenados,63522.439999999995,61113
