Mes,Departamento,Departamento_join,fob_total,kg_total,Nivel tecnologico,fob_tecnologia,Pais,fob_pais,CIIU,fob_ciiu
11,Norte de Santander,NORTE DE SANTANDER,40645235.96,234634828.93,Manufacturas basadas en recursos naturales,17387034.669999998,Venezuela,9651304.75,Extracción de hulla (carbón de piedra),16304074.82
11,Putumayo,PUTUMAYO,27540225.78,68470101,Bienes primarios,27540225.78,Panamá,27540225.78,Extracción de petróleo crudo,27540225.78
11,Quindío,QUINDIO,25245897.94,3821001.32,Bienes primarios,24087251.68,Estados Unidos,10503160.2,Trilla de café,22416966.71
11,Risaralda,RISARALDA,63465828.19,15727035.86,Bienes primarios,29489906.13,Estados Unidos,20379024.83,Trilla de café,21271974.4
11,Santander,SANTANDER,42200858.89,34615737.1,Manufacturas basadas en recursos naturales,24099423.38,Estados Unidos,16544572.069999998,Fabricación de productos de la refinación del petróleo,21240818.59
11,Sucre,SUCRE,26966860.05,70521816,Bienes primarios,26966860.05,Panamá,26692415.75,Extracción de petróleo crudo,26692415.75
11,Tolima,TOLIMA,16663443.03,1449741,Bienes primarios,16330532.33,Estados Unidos,5578728.1,Otros derivados del café,7481707.39
11,Valle del Cauca,VALLE DEL CAUCA,206606805.23,96061620.09,Manufacturas basadas en recursos naturales,65744270.97,Estados Unidos,64702745.04,Trilla de café,39286193.74
11,Vaupés,VAUPES,5432.320000000001,287.3,Manufacturas basadas en recursos naturales,5432.320000000001,Perú,5432.320000000001,"Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos",5432.320000000001
12,Antioquia,ANTIOQUIA,1123300769.58,244627966.18,Otras transacciones,640968780.3100001,Estados Unidos,374071528.76,Industrias básicas de metales preciosos,647735285.4
12,Arauca,ARAUCA,117250.06000000001,142118,Manufacturas de baja tecnología,87621.30000000002,Venezuela,116548.48000000001,Industrias básicas de hierro y de acero,74219.12000000001
12,Atlántico,ATLANTICO,150900158.16,46912580.78,Manufacturas de baja tecnología,83520314.35,Estados Unidos,88478735.09,Fabricación de productos metálicos para uso estructural,62285301.81
12,Bogotá,BOGOTA D.C.,571885510.75,217817322.19,Bienes primarios,303768890.05,Estados Unidos,254124157.64000002,Trilla de café,160350751.98000002
12,Bolívar,BOLIVAR,197186671.06,94264062.75,Manufacturas de tecnología media,145968638.11,Uruguay,59462683.589999996,Construcción de barcos y de estructuras flotantes,60132690.39
12,Boyacá,BOYACA,15235522.44,53913357.28,Manufacturas basadas en recursos naturales,13328268.41,Brasil,11360040.25,Fabricación de productos de hornos de coque,11395344.88
12,Caldas,CALDAS,87326916.32,17675736.47,Bienes primarios,54911324.89,Estados Unidos,23135944.31,Trilla de café,43002471.18
12,Casanare,CASANARE,68534696.46,170416683,Bienes primarios,68534696.46,Panamá,54925042.58,Extracción de petróleo crudo,68398897.61
12,Cauca,CAUCA,21289998.48,21632501.23,Manufacturas basadas en recursos naturales,11479099.65,Chile,3290878.4899999998,Elaboración y refinación de azúcar,9107663.49
12,Cesar,CESAR,170047518.57,2241510736,Bienes primarios,169594420.44,Corea del Sur,28701841.76,Extracción de hulla (carbón de piedra),161172706.51
12,Chocó,CHOCO,562847.64,1352479.98,Manufacturas basadas en recursos naturales,562847.64,China,326863.46,Extracción de madera,343932.11000000004
12,Cundinamarca,CUNDINAMARCA,214342273.18,227731799.49,Bienes primarios,108320364.46,Estados Unidos,65678287.29,Cultivo de flor de corte,59803085.449999996
12,Córdoba,CORDOBA,53391775.02,17158330.49,Manufacturas de tecnología media,45028101.32,China,28110961.78,Industrias básicas de hierro y de acero,45028101.32
12,Guainía,GUAINIA,1218.24,341.55,Manufacturas de baja tecnología,1218.24,Brasil,1218.24,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",1218.24
12,Guajira,LA GUAJIRA,214299665.4,2935537851.76,Bienes primarios,211161411.71,Corea del Sur,57714714.7,Extracción de hulla (carbón de piedra),210907074.31
12,Huila,HUILA,159533959.81,18619403.77,Bienes primarios,159500323.21,Estados Unidos,75597040.32000001,Trilla de café,146843718.1
12,Magdalena,MAGDALENA,38325036.03,56655878.97,Bienes primarios,36890161.11,Estados Unidos,10637773.35,Cultivo de plátano y banano,29951083.150000002
12,Meta,META,62665543.39,159306071.81,Bienes primarios,62275284.55,Panamá,33010146.42,Extracción de petróleo crudo,59340784.15
12,Nariño,NARINO,15807163.54,1817548.26,Bienes primarios,15438217.77,Estados Unidos,9266699.04,Trilla de café,15153343.459999999
12,Norte de Santander,NORTE DE SANTANDER,51142016.96,298506925.61,Bienes primarios,23253649.15,Venezuela,11663023.06,Extracción de hulla (carbón de piedra),23030561.419999998
12,Putumayo,PUTUMAYO,254736.56,25000,Bienes primarios,254736.56,Francia,254736.56,Cultivo de plantas con las que se preparan bebidas,254736.56
12,Quindío,QUINDIO,16757823.88,2872999.78,Bienes primarios,15492920.209999999,Estados Unidos,5620033.54,Trilla de café,13456029.54
12,Risaralda,RISARALDA,64770472.83,16012791.14,Bienes primarios,18366367.04,Estados Unidos,20613380.84,"Fabricación de motores, generadores y transformadores eléctricos",15049263.5
12,Santander,SANTANDER,48992369.9,67764262.44,Manufacturas basadas en recursos naturales,23306680.92,Estados Unidos,18054288.12,Fabricación de productos de la refinación del petróleo,19207026.39
12,Sucre,SUCRE,29078312.41,78701524,Bienes primarios,28934749.96,Estados Unidos,28685249.98,Extracción de petróleo crudo,28570783.03
12,Tolima,TOLIMA,8090703.58,568800.55,Bienes primarios,7806512.61,Estados Unidos,3817021.5100000002,Otros derivados del café,3655831.62
12,Valle del Cauca,VALLE DEL CAUCA,247601918.59,129896337.41,Manufacturas basadas en recursos naturales,84557163.47,Estados Unidos,61833098.97,Trilla de café,32188948.169999998
