Mes,Departamento,Departamento_join,Nivel tecnologico,fob_total,kg_total
1,Antioquia,ANTIOQUIA,Bienes primarios,266214721.85999998,204444095.81
1,Antioquia,ANTIOQUIA,Manufacturas basadas en recursos naturales,35918401.82,16560114.75
1,Antioquia,ANTIOQUIA,Manufacturas de alta tecnología,7073716.7,829660.4
1,Antioquia,ANTIOQUIA,Manufacturas de baja tecnología,42203008.53,7618825.7
1,Antioquia,ANTIOQUIA,Manufacturas de tecnología media,33989012.21,13762121.959999999
1,Antioquia,ANTIOQUIA,Otras transacciones,289599499.33,14407.05
1,Arauca,ARAUCA,Manufacturas de baja tecnología,58922,20878.5
1,Arauca,ARAUCA,Manufacturas de tecnología media,1000,56
1,Atlántico,ATLANTICO,Bienes primarios,4068850.8000000003,2895248.36
1,Atlántico,ATLANTICO,Manufacturas basadas en recursos naturales,47356592.64,17538797.01
1,Atlántico,ATLANTICO,Manufacturas de alta tecnología,7684096.51,1919312.77
1,Atlántico,ATLANTICO,Manufacturas de baja tecnología,72995153.34999992,12028776.22
1,Atlántico,ATLANTICO,Manufacturas de tecnología media,21501366.16,6780617.9399999995
1,Atlántico,ATLANTICO,Otras transacciones,495.83,517.63
1,Bogotá,BOGOTA D.C.,Bienes primarios,192870191.30000022,25333268.85
1,Bogotá,BOGOTA D.C.,Manufacturas basadas en recursos naturales,87379922.15,84068313.62
1,Bogotá,BOGOTA D.C.,Manufacturas de alta tecnología,24576776.28,557165.48
1,Bogotá,BOGOTA D.C.,Manufacturas de baja tecnología,33581799.86,4476967.65
1,Bogotá,BOGOTA D.C.,Manufacturas de tecnología media,54626042.05,7533562.84
1,Bogotá,BOGOTA D.C.,Otras transacciones,4459798.89,689849.67
1,Bolívar,BOLIVAR,Bienes primarios,90711113.22,159424818.52
1,Bolívar,BOLIVAR,Manufacturas basadas en recursos naturales,15225767.64,13925788.22
1,Bolívar,BOLIVAR,Manufacturas de alta tecnología,862181.62,13176.55
1,Bolívar,BOLIVAR,Manufacturas de baja tecnología,15436113.01,3840918.9
1,Bolívar,BOLIVAR,Manufacturas de tecnología media,104773063.73,68163902.25
1,Bolívar,BOLIVAR,Otras transacciones,279534.64,1263.15
1,Boyacá,BOYACA,Bienes primarios,1339201.63,451347.92
1,Boyacá,BOYACA,Manufacturas basadas en recursos naturales,32183849.790000003,97479421.57
1,Boyacá,BOYACA,Manufacturas de alta tecnología,1118,98.63
1,Boyacá,BOYACA,Manufacturas de baja tecnología,25895.7,1706.55
1,Boyacá,BOYACA,Manufacturas de tecnología media,3036.2599999999998,171.85
1,Caldas,CALDAS,Bienes primarios,96830902.42999999,13499468.42
1,Caldas,CALDAS,Manufacturas basadas en recursos naturales,10604172.67,5196697.01
1,Caldas,CALDAS,Manufacturas de alta tecnología,598232.6900000001,34868.45
1,Caldas,CALDAS,Manufacturas de baja tecnología,2509349.44,617977.2000000001
1,Caldas,CALDAS,Manufacturas de tecnología media,9396629.07,2022980.55
1,Caldas,CALDAS,Otras transacciones,76.99000000000001,3.41
1,Caquetá,CAQUETA,Bienes primarios,38304,20160
1,Caquetá,CAQUETA,Manufacturas de baja tecnología,3267.98,53.8
1,Casanare,CASANARE,Bienes primarios,23698808,47965218
1,Casanare,CASANARE,Manufacturas de tecnología media,167414,1900
1,Cauca,CAUCA,Bienes primarios,3659049.68,556752
1,Cauca,CAUCA,Manufacturas basadas en recursos naturales,11279073.6,16799140.02
1,Cauca,CAUCA,Manufacturas de baja tecnología,412738.62,141922.13
1,Cauca,CAUCA,Manufacturas de tecnología media,2028231.21,1259114.22
1,Cauca,CAUCA,Otras transacciones,29.61,10
1,Cesar,CESAR,Bienes primarios,167636052.77,1743657305
1,Cesar,CESAR,Manufacturas basadas en recursos naturales,321464.78,556356
1,Cesar,CESAR,Manufacturas de tecnología media,53515.92,31967.1
1,Chocó,CHOCO,Bienes primarios,13824,17140
1,Chocó,CHOCO,Manufacturas basadas en recursos naturales,926560.8200000001,2199138
1,Chocó,CHOCO,Otras transacciones,969776.42,16.21
1,Cundinamarca,CUNDINAMARCA,Bienes primarios,94873940.47000009,30817799.37
1,Cundinamarca,CUNDINAMARCA,Manufacturas basadas en recursos naturales,26590036.75,90404291.84
1,Cundinamarca,CUNDINAMARCA,Manufacturas de alta tecnología,9561676.6,516516.32
1,Cundinamarca,CUNDINAMARCA,Manufacturas de baja tecnología,15094557.71,2629990.26
1,Cundinamarca,CUNDINAMARCA,Manufacturas de tecnología media,37295447.08,6517915.6
1,Cundinamarca,CUNDINAMARCA,Otras transacciones,777587.56,212638.22
1,Córdoba,CORDOBA,Bienes primarios,15539623.33,51996851.8
1,Córdoba,CORDOBA,Manufacturas basadas en recursos naturales,440346.48,1778997.6
1,Córdoba,CORDOBA,Manufacturas de tecnología media,34633068.37,9920294
1,Guainía,GUAINIA,Bienes primarios,68582.15,1794
1,Guainía,GUAINIA,Manufacturas basadas en recursos naturales,10404,5140.8
1,Guainía,GUAINIA,Manufacturas de baja tecnología,2040,598.2
1,Guajira,LA GUAJIRA,Bienes primarios,5949327.69,61883169.5
1,Guajira,LA GUAJIRA,Manufacturas basadas en recursos naturales,113906.79000000001,59902
1,Guajira,LA GUAJIRA,Manufacturas de baja tecnología,29353.8,11591
1,Guajira,LA GUAJIRA,Manufacturas de tecnología media,565743.14,388874.65
1,Huila,HUILA,Bienes primarios,114157616.81,17051323.79
1,Huila,HUILA,Manufacturas basadas en recursos naturales,141019.6,70826
1,Huila,HUILA,Manufacturas de baja tecnología,224.5,4.35
1,Huila,HUILA,Manufacturas de tecnología media,150000,2250
1,Huila,HUILA,Otras transacciones,479.6,43
1,Magdalena,MAGDALENA,Bienes primarios,42269833.71,68618698.17
1,Magdalena,MAGDALENA,Manufacturas basadas en recursos naturales,473742.42,235668.58
1,Magdalena,MAGDALENA,Manufacturas de baja tecnología,32144.72,1690.34
1,Magdalena,MAGDALENA,Manufacturas de tecnología media,550940.7,644583.8
1,Meta,META,Bienes primarios,37033176.09,72813292
1,Meta,META,Manufacturas basadas en recursos naturales,4958.04,21014.12
1,Meta,META,Manufacturas de baja tecnología,75535.12000000001,353.47
1,Meta,META,Manufacturas de tecnología media,84476.9,233750
1,Nariño,NARINO,Bienes primarios,5761413.470000001,779921
1,Nariño,NARINO,Manufacturas basadas en recursos naturales,46611.37,17796.14
1,Nariño,NARINO,Manufacturas de alta tecnología,139179.48,11767
1,Nariño,NARINO,Manufacturas de baja tecnología,18041.57,14469
1,Nariño,NARINO,Manufacturas de tecnología media,168969.78,28858.1
1,Norte de Santander,NORTE DE SANTANDER,Bienes primarios,25563300.15,226046873.93
1,Norte de Santander,NORTE DE SANTANDER,Manufacturas basadas en recursos naturales,61601286.04,273921574.34
1,Norte de Santander,NORTE DE SANTANDER,Manufacturas de alta tecnología,224416.68,50502.82
1,Norte de Santander,NORTE DE SANTANDER,Manufacturas de baja tecnología,3313799.1,2449266.98
1,Norte de Santander,NORTE DE SANTANDER,Manufacturas de tecnología media,2706109.05,2391365.64
1,Putumayo,PUTUMAYO,Bienes primarios,25440217.7,60774586.32
1,Quindío,QUINDIO,Bienes primarios,17070119.37,3825492.2199999997
1,Quindío,QUINDIO,Manufacturas basadas en recursos naturales,512954.7,67742.4
1,Quindío,QUINDIO,Manufacturas de baja tecnología,29820.5,6922.52
1,Quindío,QUINDIO,Manufacturas de tecnología media,138895.2,107129
1,Risaralda,RISARALDA,Bienes primarios,29157821.84,6474920.5600000005
1,Risaralda,RISARALDA,Manufacturas basadas en recursos naturales,11381683.2,8877048.8
1,Risaralda,RISARALDA,Manufacturas de alta tecnología,14526081.31,1391597.3900000001
1,Risaralda,RISARALDA,Manufacturas de baja tecnología,1160824.6400000001,161326.32
1,Risaralda,RISARALDA,Manufacturas de tecnología media,1391823.89,58358.87
1,Risaralda,RISARALDA,Otras transacciones,0.96,5
1,Santander,SANTANDER,Bienes primarios,35357186.39,28343395.36
1,Santander,SANTANDER,Manufacturas basadas en recursos naturales,14875813.29,18322495.31
1,Santander,SANTANDER,Manufacturas de alta tecnología,694854.8200000001,45907.85
1,Santander,SANTANDER,Manufacturas de baja tecnología,1999994.98,362485.55
1,Santander,SANTANDER,Manufacturas de tecnología media,3256492.62,726032.23
1,Santander,SANTANDER,Otras transacciones,141.39000000000001,43.1
1,Sucre,SUCRE,Bienes primarios,35610256.839999996,74178446
1,Sucre,SUCRE,Manufacturas basadas en recursos naturales,133581.78,751500
1,Sucre,SUCRE,Manufacturas de alta tecnología,10437.13,405.63
1,Sucre,SUCRE,Manufacturas de tecnología media,10200,27000
1,Tolima,TOLIMA,Bienes primarios,5716265.94,391185
1,Tolima,TOLIMA,Manufacturas basadas en recursos naturales,107708.43000000001,49841.1
1,Tolima,TOLIMA,Manufacturas de baja tecnología,16171.51,4613.1
1,Valle del Cauca,VALLE DEL CAUCA,Bienes primarios,25356756.52,6390016.93
1,Valle del Cauca,VALLE DEL CAUCA,Manufacturas basadas en recursos naturales,64473575.26,67760545.12
1,Valle del Cauca,VALLE DEL CAUCA,Manufacturas de alta tecnología,22235705.38,3677546.61
1,Valle del Cauca,VALLE DEL CAUCA,Manufacturas de baja tecnología,17893567.73,4448497.28
1,Valle del Cauca,VALLE DEL CAUCA,Manufacturas de tecnología media,33488097.62,14529368.59
1,Valle del Cauca,VALLE DEL CAUCA,Otras transacciones,998768.08,13071.8
2,Antioquia,ANTIOQUIA,Bienes primarios,274478357.31,109391115.11
2,Antioquia,ANTIOQUIA,Manufacturas basadas en recursos naturales,33133255.48,15984463.33
2,Antioquia,ANTIOQUIA,Manufacturas de alta tecnología,5205532.93,600302.16
2,Antioquia,ANTIOQUIA,Manufacturas de baja tecnología,53227431.89,9373072.4
2,Antioquia,ANTIOQUIA,Manufacturas de tecnología media,62538617.33,21336460.32
2,Antioquia,ANTIOQUIA,Otras transacciones,323150697.14,39079.49
2,Arauca,ARAUCA,Manufacturas de tecnología media,4872.27,920
2,Atlántico,ATLANTICO,Bienes primarios,4241398.51,2044752.75
2,Atlántico,ATLANTICO,Manufacturas basadas en recursos naturales,34819026.09,14575110.43
2,Atlántico,ATLANTICO,Manufacturas de alta tecnología,7966685.81,1250046.91
2,Atlántico,ATLANTICO,Manufacturas de baja tecnología,57365913.86000001,8654853.63
2,Atlántico,ATLANTICO,Manufacturas de tecnología media,20215728.93,5426345.63
2,Atlántico,ATLANTICO,Otras transacciones,6779.62,755.5600000000001
2,Bogotá,BOGOTA D.C.,Bienes primarios,189085890.82,26446734.89
2,Bogotá,BOGOTA D.C.,Manufacturas basadas en recursos naturales,32873498,13855012.16
2,Bogotá,BOGOTA D.C.,Manufacturas de alta tecnología,27755680.26,867086.45
2,Bogotá,BOGOTA D.C.,Manufacturas de baja tecnología,37491667.75,6427910.55
2,Bogotá,BOGOTA D.C.,Manufacturas de tecnología media,51669297.14,8755313.71
2,Bogotá,BOGOTA D.C.,Otras transacciones,4573344.61,345402.12
2,Bolívar,BOLIVAR,Bienes primarios,8364538.5600000005,4181181.19
2,Bolívar,BOLIVAR,Manufacturas basadas en recursos naturales,19727208.46,17039518.53
2,Bolívar,BOLIVAR,Manufacturas de alta tecnología,3678765.65,13180.19
2,Bolívar,BOLIVAR,Manufacturas de baja tecnología,14893477.2,4019318.62
2,Bolívar,BOLIVAR,Manufacturas de tecnología media,87782061.65,62341965.41
2,Bolívar,BOLIVAR,Otras transacciones,87522.96,13661.65
2,Boyacá,BOYACA,Bienes primarios,744903.55,557785.95
2,Boyacá,BOYACA,Manufacturas basadas en recursos naturales,45182503.769999996,118826291.27
2,Boyacá,BOYACA,Manufacturas de alta tecnología,11936.059999999998,581.3
2,Boyacá,BOYACA,Manufacturas de baja tecnología,183858.07,8733.18
2,Boyacá,BOYACA,Manufacturas de tecnología media,2233.92,228.25
2,Caldas,CALDAS,Bienes primarios,93856846.91,11649660.88
2,Caldas,CALDAS,Manufacturas basadas en recursos naturales,14977834.65,7089004.55
2,Caldas,CALDAS,Manufacturas de alta tecnología,179733.45,6494.93
2,Caldas,CALDAS,Manufacturas de baja tecnología,3060276.96,750275.18
2,Caldas,CALDAS,Manufacturas de tecnología media,5497763.68,1387631.26
2,Caldas,CALDAS,Otras transacciones,2279.3,279.88
2,Caquetá,CAQUETA,Manufacturas basadas en recursos naturales,94701.6,42080
2,Casanare,CASANARE,Bienes primarios,55257066.589999996,115166415
2,Cauca,CAUCA,Bienes primarios,3367349.35,847685.32
2,Cauca,CAUCA,Manufacturas basadas en recursos naturales,6817445.46,10457907.52
2,Cauca,CAUCA,Manufacturas de alta tecnología,11327.43,55
2,Cauca,CAUCA,Manufacturas de baja tecnología,468832.04000000004,133752.93
2,Cauca,CAUCA,Manufacturas de tecnología media,3944123.12,2345852.85
2,Cesar,CESAR,Bienes primarios,243528524.02,2445565710.8
2,Cesar,CESAR,Manufacturas basadas en recursos naturales,237656.73,729400
2,Cesar,CESAR,Manufacturas de baja tecnología,807.66,2.42
2,Cesar,CESAR,Manufacturas de tecnología media,27170,832.5
2,Chocó,CHOCO,Manufacturas basadas en recursos naturales,1674625.99,2351486.02
2,Cundinamarca,CUNDINAMARCA,Bienes primarios,165358471.46,184444567.84
2,Cundinamarca,CUNDINAMARCA,Manufacturas basadas en recursos naturales,51167619.78,148258046.94
2,Cundinamarca,CUNDINAMARCA,Manufacturas de alta tecnología,12522836.73,477947.5
2,Cundinamarca,CUNDINAMARCA,Manufacturas de baja tecnología,16593946.66,3239074.07
2,Cundinamarca,CUNDINAMARCA,Manufacturas de tecnología media,40892173.62,7965014.99
2,Cundinamarca,CUNDINAMARCA,Otras transacciones,464534.54,60443.11
2,Córdoba,CORDOBA,Bienes primarios,18014477.169999998,85691976.31
2,Córdoba,CORDOBA,Manufacturas basadas en recursos naturales,397039.66,927683.4
2,Córdoba,CORDOBA,Manufacturas de baja tecnología,43979.6,27354.68
2,Córdoba,CORDOBA,Manufacturas de tecnología media,29299113.78,8952809
2,Guainía,GUAINIA,Manufacturas de baja tecnología,2743.95,585.7299999999999
2,Guajira,LA GUAJIRA,Bienes primarios,93059683.23,1041461550
2,Guajira,LA GUAJIRA,Manufacturas basadas en recursos naturales,340686.44,146065
2,Guajira,LA GUAJIRA,Manufacturas de baja tecnología,86036.06,49977.82
2,Guajira,LA GUAJIRA,Manufacturas de tecnología media,1349106.9200000002,850037.29
2,Huila,HUILA,Bienes primarios,88010662.09,12918124.04
2,Huila,HUILA,Manufacturas basadas en recursos naturales,140270,37388
2,Huila,HUILA,Manufacturas de baja tecnología,0.33,1365
2,Magdalena,MAGDALENA,Bienes primarios,42989607.82,75317593.89999999
2,Magdalena,MAGDALENA,Manufacturas basadas en recursos naturales,684133.06,385063.35
2,Magdalena,MAGDALENA,Manufacturas de baja tecnología,41802.23,11463.24
2,Magdalena,MAGDALENA,Manufacturas de tecnología media,14390,5550
2,Magdalena,MAGDALENA,Otras transacciones,7.5,2.25
2,Meta,META,Bienes primarios,53787316.72,112259881
2,Meta,META,Manufacturas basadas en recursos naturales,23973.36,24484.86
2,Meta,META,Manufacturas de baja tecnología,24839.43,6932.1
2,Meta,META,Manufacturas de tecnología media,182740.54,470920
2,Nariño,NARINO,Bienes primarios,4250988.72,533591.15
2,Nariño,NARINO,Manufacturas basadas en recursos naturales,217461.40999999997,353388.8
2,Nariño,NARINO,Manufacturas de alta tecnología,5500,420
2,Nariño,NARINO,Manufacturas de baja tecnología,84057.48999999999,2260.12
2,Nariño,NARINO,Manufacturas de tecnología media,180658.59,31885.67
2,Norte de Santander,NORTE DE SANTANDER,Bienes primarios,15336794.58,87710316.4
2,Norte de Santander,NORTE DE SANTANDER,Manufacturas basadas en recursos naturales,16480442.78,58741388.49
2,Norte de Santander,NORTE DE SANTANDER,Manufacturas de alta tecnología,177576.63,67362
2,Norte de Santander,NORTE DE SANTANDER,Manufacturas de baja tecnología,4743576.75,4237976.82
2,Norte de Santander,NORTE DE SANTANDER,Manufacturas de tecnología media,2769983.72,2317412.38
2,Quindío,QUINDIO,Bienes primarios,21673841.81,3953995.9
2,Quindío,QUINDIO,Manufacturas basadas en recursos naturales,619026.69,124875.27
2,Quindío,QUINDIO,Manufacturas de baja tecnología,28197.79,5268.98
2,Quindío,QUINDIO,Manufacturas de tecnología media,224971.57,244898.85
2,Quindío,QUINDIO,Otras transacciones,804.75,55.32
2,Risaralda,RISARALDA,Bienes primarios,30010103.830000002,7098729.85
2,Risaralda,RISARALDA,Manufacturas basadas en recursos naturales,16297257.12,7082065.35
2,Risaralda,RISARALDA,Manufacturas de alta tecnología,12365640.21,979735.17
2,Risaralda,RISARALDA,Manufacturas de baja tecnología,1362686.8,244706.67
2,Risaralda,RISARALDA,Manufacturas de tecnología media,3014324.57,196596.59
2,Risaralda,RISARALDA,Otras transacciones,21.89,13.530000000000001
2,Santander,SANTANDER,Bienes primarios,47136746.66,13214308.11
2,Santander,SANTANDER,Manufacturas basadas en recursos naturales,16022274.85,18640813.14
2,Santander,SANTANDER,Manufacturas de alta tecnología,11928.99,493.78
2,Santander,SANTANDER,Manufacturas de baja tecnología,1909014.94,407510.79
2,Santander,SANTANDER,Manufacturas de tecnología media,3347395.32,920428.01
2,Santander,SANTANDER,Otras transacciones,74,15
2,Sucre,SUCRE,Bienes primarios,23140609.44,46524217.87
2,Sucre,SUCRE,Manufacturas basadas en recursos naturales,153018.25,787000
2,Tolima,TOLIMA,Bienes primarios,8287839.969999999,1077160.4
2,Tolima,TOLIMA,Manufacturas basadas en recursos naturales,171486.74000000002,71255.5
2,Tolima,TOLIMA,Manufacturas de alta tecnología,21798.25,334.55
2,Tolima,TOLIMA,Manufacturas de baja tecnología,42473.75,3476.68
2,Tolima,TOLIMA,Manufacturas de tecnología media,1350,490
2,Valle del Cauca,VALLE DEL CAUCA,Bienes primarios,30140530.54,6966154.63
2,Valle del Cauca,VALLE DEL CAUCA,Manufacturas basadas en recursos naturales,72700119.19,63909291.8
2,Valle del Cauca,VALLE DEL CAUCA,Manufacturas de alta tecnología,30814344.22,7681146.09
2,Valle del Cauca,VALLE DEL CAUCA,Manufacturas de baja tecnología,24673503.83,6652166.6899999995
2,Valle del Cauca,VALLE DEL CAUCA,Manufacturas de tecnología media,49521320.12,19980589.26
2,Valle del Cauca,VALLE DEL CAUCA,Otras transacciones,261693.68,23671.91
2,Vichada,VICHADA,Manufacturas de baja tecnología,330.96,10.58
3,Antioquia,ANTIOQUIA,Bienes primarios,249562234.11,136346296.87
3,Antioquia,ANTIOQUIA,Manufacturas basadas en recursos naturales,41754959.45,16636382.52
3,Antioquia,ANTIOQUIA,Manufacturas de alta tecnología,6940432.37,811011.79
3,Antioquia,ANTIOQUIA,Manufacturas de baja tecnología,55921775.98,9313769.63
3,Antioquia,ANTIOQUIA,Manufacturas de tecnología media,63035202.28,26821921.5
3,Antioquia,ANTIOQUIA,Otras transacciones,323246965.2,18965.25
3,Arauca,ARAUCA,Bienes primarios,25380,24624
3,Arauca,ARAUCA,Manufacturas de alta tecnología,51494.4,21375.36
3,Atlántico,ATLANTICO,Bienes primarios,5938639.29,3718910.47
3,Atlántico,ATLANTICO,Manufacturas basadas en recursos naturales,37870778.85,18155065.61
3,Atlántico,ATLANTICO,Manufacturas de alta tecnología,9287824.21,2085625.3900000001
3,Atlántico,ATLANTICO,Manufacturas de baja tecnología,72775577.17999999,14169476.19
3,Atlántico,ATLANTICO,Manufacturas de tecnología media,31026539.41,8884664.29
3,Atlántico,ATLANTICO,Otras transacciones,68937.29,6578.78
3,Bogotá,BOGOTA D.C.,Bienes primarios,311093448.28000003,40922141.68
3,Bogotá,BOGOTA D.C.,Manufacturas basadas en recursos naturales,150975709.19,150669886.8
3,Bogotá,BOGOTA D.C.,Manufacturas de alta tecnología,25707843.2,754151.71
3,Bogotá,BOGOTA D.C.,Manufacturas de baja tecnología,41005630.77,6193160.13
3,Bogotá,BOGOTA D.C.,Manufacturas de tecnología media,62498184.56,10263466.57
3,Bogotá,BOGOTA D.C.,Otras transacciones,5517220.8,427651.8
3,Bolívar,BOLIVAR,Bienes primarios,34849606.370000005,73371263.72
3,Bolívar,BOLIVAR,Manufacturas basadas en recursos naturales,19447925.88,17760196.19
3,Bolívar,BOLIVAR,Manufacturas de alta tecnología,1805830.38,88613.2
3,Bolívar,BOLIVAR,Manufacturas de baja tecnología,18899893.81,4527655.96
3,Bolívar,BOLIVAR,Manufacturas de tecnología media,101220676.12,72900237.22
3,Bolívar,BOLIVAR,Otras transacciones,4532.59,925.13
3,Boyacá,BOYACA,Bienes primarios,595770.76,350853.37
3,Boyacá,BOYACA,Manufacturas basadas en recursos naturales,32348760.34,110605125.85
3,Boyacá,BOYACA,Manufacturas de baja tecnología,31409,2825.43
3,Caldas,CALDAS,Bienes primarios,80965564.09,9133307.59
3,Caldas,CALDAS,Manufacturas basadas en recursos naturales,15413800.33,7817179.32
3,Caldas,CALDAS,Manufacturas de alta tecnología,438908.68,26050.260000000002
3,Caldas,CALDAS,Manufacturas de baja tecnología,4059442.63,1024557.99
3,Caldas,CALDAS,Manufacturas de tecnología media,8317260.36,1988139.42
3,Caldas,CALDAS,Otras transacciones,21.25,19.79
3,Caquetá,CAQUETA,Manufacturas de baja tecnología,1000,39.52
3,Casanare,CASANARE,Bienes primarios,72346803.17,156023595
3,Cauca,CAUCA,Bienes primarios,6481257.59,1078345
3,Cauca,CAUCA,Manufacturas basadas en recursos naturales,4932009.71,8783595.47
3,Cauca,CAUCA,Manufacturas de baja tecnología,770544.39,218689.47
3,Cauca,CAUCA,Manufacturas de tecnología media,2855650.14,1650631.99
3,Cauca,CAUCA,Otras transacciones,199622.11,3.07
3,Cesar,CESAR,Bienes primarios,112390898.88000001,1146897247.4
3,Cesar,CESAR,Manufacturas basadas en recursos naturales,362854.22,992270
3,Cesar,CESAR,Manufacturas de baja tecnología,5721.6,1705.71
3,Cesar,CESAR,Manufacturas de tecnología media,26183.89,15975.69
3,Chocó,CHOCO,Bienes primarios,111491.18,1000
3,Chocó,CHOCO,Manufacturas basadas en recursos naturales,372338.58,772231
3,Chocó,CHOCO,Otras transacciones,1099766.86,16.59
3,Cundinamarca,CUNDINAMARCA,Bienes primarios,135704137.7500001,18252393.73
3,Cundinamarca,CUNDINAMARCA,Manufacturas basadas en recursos naturales,24089292.75,44611346.07
3,Cundinamarca,CUNDINAMARCA,Manufacturas de alta tecnología,21953661.150000002,1041055.56
3,Cundinamarca,CUNDINAMARCA,Manufacturas de baja tecnología,16796716.86,3172886.95
3,Cundinamarca,CUNDINAMARCA,Manufacturas de tecnología media,38041727.55,8047004.07
3,Cundinamarca,CUNDINAMARCA,Otras transacciones,336478.86,36683.18
3,Córdoba,CORDOBA,Bienes primarios,15164030.99,61406853.27
3,Córdoba,CORDOBA,Manufacturas basadas en recursos naturales,138539.16,47837.4
3,Córdoba,CORDOBA,Manufacturas de alta tecnología,730,154
3,Córdoba,CORDOBA,Manufacturas de baja tecnología,27723.239999999998,26973.93
3,Córdoba,CORDOBA,Manufacturas de tecnología media,39076377.55,11405360
3,Guajira,LA GUAJIRA,Bienes primarios,43885049.12,478171710
3,Guajira,LA GUAJIRA,Manufacturas basadas en recursos naturales,495677.31,223245
3,Guajira,LA GUAJIRA,Manufacturas de baja tecnología,84917.53,15866.8
3,Guajira,LA GUAJIRA,Manufacturas de tecnología media,1725498.7599999998,1220980.43
3,Huila,HUILA,Bienes primarios,144171246.66,18875438.82
3,Huila,HUILA,Manufacturas basadas en recursos naturales,37318.1,89991
3,Huila,HUILA,Manufacturas de alta tecnología,3428,2546
3,Magdalena,MAGDALENA,Bienes primarios,38167555.980000004,54432272.980000004
3,Magdalena,MAGDALENA,Manufacturas basadas en recursos naturales,490956.05,285270.84
3,Magdalena,MAGDALENA,Manufacturas de baja tecnología,13094.77,695.8
3,Magdalena,MAGDALENA,Manufacturas de tecnología media,23548.870000000003,660
3,Meta,META,Bienes primarios,55554142.92,114977298.9
3,Meta,META,Manufacturas de alta tecnología,74403,4136
3,Meta,META,Manufacturas de baja tecnología,2718,1800
3,Meta,META,Manufacturas de tecnología media,212281.8,474407.56
3,Nariño,NARINO,Bienes primarios,3126102.04,372753.35
3,Nariño,NARINO,Manufacturas basadas en recursos naturales,76421.24,95315
3,Nariño,NARINO,Manufacturas de alta tecnología,1987.3,40
3,Nariño,NARINO,Manufacturas de baja tecnología,26689.79,9515.41
3,Nariño,NARINO,Manufacturas de tecnología media,97163.91,27537.3
3,Norte de Santander,NORTE DE SANTANDER,Bienes primarios,16253643.1,157929965.07
3,Norte de Santander,NORTE DE SANTANDER,Manufacturas basadas en recursos naturales,22941036.900000002,106283186.88
3,Norte de Santander,NORTE DE SANTANDER,Manufacturas de alta tecnología,416999.23,75454.62
3,Norte de Santander,NORTE DE SANTANDER,Manufacturas de baja tecnología,4402428.62,3759613.75
3,Norte de Santander,NORTE DE SANTANDER,Manufacturas de tecnología media,3000097.0300000003,2397635.82
3,Norte de Santander,NORTE DE SANTANDER,Otras transacciones,12742.87,6161.21
3,Putumayo,PUTUMAYO,Bienes primarios,34105800.53,76579209
3,Putumayo,PUTUMAYO,Manufacturas basadas en recursos naturales,12,42
3,Quindío,QUINDIO,Bienes primarios,23330982.009999998,3499453.52
3,Quindío,QUINDIO,Manufacturas basadas en recursos naturales,939870.5800000001,157875.47
3,Quindío,QUINDIO,Manufacturas de baja tecnología,32519.920000000002,7714.45
3,Quindío,QUINDIO,Manufacturas de tecnología media,106261.45,95063.7
3,Risaralda,RISARALDA,Bienes primarios,23040445.03,6084655.43
3,Risaralda,RISARALDA,Manufacturas basadas en recursos naturales,16360935.700000001,5386693.999999999
3,Risaralda,RISARALDA,Manufacturas de alta tecnología,21769863.58,2065824.3599999999
3,Risaralda,RISARALDA,Manufacturas de baja tecnología,1341731.95,218791.56
3,Risaralda,RISARALDA,Manufacturas de tecnología media,5499393.850000001,321708.84
3,Risaralda,RISARALDA,Otras transacciones,228.5,499.91
3,San Andrés,SAN ANDRES Y PROVIDENCIA,Manufacturas de tecnología media,6500,277
3,Santander,SANTANDER,Bienes primarios,55683030.89,18545691.59
3,Santander,SANTANDER,Manufacturas basadas en recursos naturales,15929824.57,17844061.13
3,Santander,SANTANDER,Manufacturas de alta tecnología,11516.32,38.49
3,Santander,SANTANDER,Manufacturas de baja tecnología,2777294.58,536174.86
3,Santander,SANTANDER,Manufacturas de tecnología media,2854483.45,734826.43
3,Santander,SANTANDER,Otras transacciones,47.2,8.45
3,Sucre,SUCRE,Bienes primarios,57291120.879999995,127958570
3,Sucre,SUCRE,Manufacturas basadas en recursos naturales,4917.26,26400
3,Sucre,SUCRE,Manufacturas de tecnología media,10200,27000
3,Tolima,TOLIMA,Bienes primarios,7138754.56,487737.92
3,Tolima,TOLIMA,Manufacturas basadas en recursos naturales,544451.11,232661.77
3,Tolima,TOLIMA,Manufacturas de baja tecnología,71522.5,9436.289999999999
3,Tolima,TOLIMA,Manufacturas de tecnología media,121614.44,18216.31
3,Valle del Cauca,VALLE DEL CAUCA,Bienes primarios,34913697.44,7931668.44
3,Valle del Cauca,VALLE DEL CAUCA,Manufacturas basadas en recursos naturales,74828035.47,79023522.19
3,Valle del Cauca,VALLE DEL CAUCA,Manufacturas de alta tecnología,27737196.17,7042004.02
3,Valle del Cauca,VALLE DEL CAUCA,Manufacturas de baja tecnología,25435912.21,9000887.99
3,Valle del Cauca,VALLE DEL CAUCA,Manufacturas de tecnología media,46848954.53,19008159.810000002
3,Valle del Cauca,VALLE DEL CAUCA,Otras transacciones,361960.89,31081.59
4,Antioquia,ANTIOQUIA,Bienes primarios,352973067.31,268115220.75000003
4,Antioquia,ANTIOQUIA,Manufacturas basadas en recursos naturales,43976008.96,22253274.44
4,Antioquia,ANTIOQUIA,Manufacturas de alta tecnología,7390612.84,762017.17
